resnet50_16_1_rram_mem_0.25_node_2
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv2_3_b_part_2_o, 5.292e-05,9.089e-06,6.2009e-05,0.000205922304,0.0007976779776,0.000196587380736,1.11722316946382e-05,1.6467353600032e-05,80407,0,0.00122782724763067
conv2_3_c, 2.5088e-05,3.84e-06,2.8928e-05,9.76224256e-05,0.00037815844864,9.1710554112e-05,1.55581056067465e-05,1.62002944000147e-05,79103,0,0.000599249828358761
conv3_1_a, 1.2544e-05,4.96e-06,1.7504e-05,4.88112128e-05,0.00018907922432,5.5493001216e-05,1.32105241646251e-05,1.79075072000101e-05,87439,0,0.000324501469700635
conv3_1_b_part_1_o, 2.205e-05,5.903e-06,2.7953e-05,8.580096e-05,0.000332365824,8.8619507712e-05,9.49168384697054e-06,1.46864128000152e-05,71711,0,0.000530964388358986
Total,0.000112602,2.3792e-05,0.000136394,0.0004381569024,0.00169728147456,0.000432410443776,4.94325453129803e-05,6.5261568000072e-05,318660,0,0.00268254293404905
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_0.25_node_2, 82.5564174377172,17.4435825622828,100,79.6050027701421,16.1194230402611,4.27557418959674,100,1,1,1,0.00268254293404905
resnet50_16_1_rram_mem_0.25_node_2
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv2_3_b_part_2_o, 5.292e-05,9.089e-06,6.2009e-05,0.000205922304,0.0007976779776,0.000196587380736,1.11722316946382e-05,1.6467353600032e-05,80407,0,0.00122782724763067
conv2_3_c, 2.5088e-05,3.84e-06,2.8928e-05,9.76224256e-05,0.00037815844864,9.1710554112e-05,1.55581056067465e-05,1.62002944000147e-05,79103,0,0.000599249828358761
conv3_1_a, 1.2544e-05,4.96e-06,1.7504e-05,4.88112128e-05,0.00018907922432,5.5493001216e-05,1.32105241646251e-05,1.79075072000101e-05,87439,0,0.000324501469700635
conv3_1_b_part_1_o, 2.205e-05,5.903e-06,2.7953e-05,8.580096e-05,0.000332365824,8.8619507712e-05,9.49168384697054e-06,1.46864128000152e-05,71711,0,0.000530964388358986
Total,0.000112602,2.3792e-05,0.000136394,0.0004381569024,0.00169728147456,0.000432410443776,4.94325453129803e-05,6.5261568000072e-05,318660,0,0.00268254293404905
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_0.25_node_2, 82.5564174377172,17.4435825622828,100,79.6050027701421,16.1194230402611,4.27557418959674,100,1,1,1,0.00268254293404905
