vgg_net_16_1_rram_mem_1_node_2
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv05_part_2_o, 5.292e-05,1.122e-05,6.414e-05,0.000205922304,0.0007976779776,0.00020334329856,1.36102118555157e-05,2.17315328000339e-05,106111,0,0.00124228532481555
conv06_part_1_o, 0.00075852,0.000141604,0.000900124,0.002951553024,0.0114333843456,0.002853666717696,8.66002766944793e-05,0.000138123468800469,674431,0,0.0174633278327909
Total,0.00081144,0.000152824,0.000964264,0.003157475328,0.0122310623232,0.003057010016256,0.000100210488549995,0.000159855001600503,780542,0,0.0187056131576065
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_1_node_2, 84.151228294326,15.848771705674,100,82.2669512169526,16.3427415637155,1.39030721933188,100,1,1,1,0.0187056131576065
vgg_net_16_1_rram_mem_1_node_2
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv05_part_2_o, 5.292e-05,1.122e-05,6.414e-05,0.000205922304,0.0007976779776,0.00020334329856,1.36102118555157e-05,2.17315328000339e-05,106111,0,0.00124228532481555
conv06_part_1_o, 0.00075852,0.000141604,0.000900124,0.002951553024,0.0114333843456,0.002853666717696,8.66002766944793e-05,0.000138123468800469,674431,0,0.0174633278327909
Total,0.00081144,0.000152824,0.000964264,0.003157475328,0.0122310623232,0.003057010016256,0.000100210488549995,0.000159855001600503,780542,0,0.0187056131576065
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_1_node_2, 84.151228294326,15.848771705674,100,82.2669512169526,16.3427415637155,1.39030721933188,100,1,1,1,0.0187056131576065
