lstm_langmod_16_1_rram_mem_0.5_node_3100
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_1_part_1_o, 3.2768e-05,1.238e-06,3.4006e-05,0.0001275068416,0.00049392123904,0.000107809357824,8.82583808725632e-06,1.49125120000159e-05,72815,0,0.000752975788551272
embed1_part_3100_i, 6.4e-08,1.3e-07,1.94e-07,2.490368e-07,9.6468992e-07,6.15038976e-07,1.38618880066708e-07,6.26688000001458e-08,306,0,2.03005337606685e-06
proj_1_part_1_i, 2.56e-07,6.04e-07,8.6e-07,9.961472e-07,3.85875968e-06,2.72646144e-06,1.10692608030142e-06,6.94476800000659e-07,3391,0,9.38277120030208e-06
Total,3.3088e-05,1.972e-06,3.506e-05,0.0001287520256,0.00049874468864,0.00011115085824,1.00713830476244e-05,1.56696576000167e-05,76512,0,0.000764388613127641
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_0.5_node_3100, 94.37535653166,5.62464346833999,100,82.0913215429097,14.5411452147626,3.36753324232772,100,1,1,1,0.000764388613127641
lstm_langmod_16_1_rram_mem_0.5_node_3100
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_1_part_1_o, 3.2768e-05,1.238e-06,3.4006e-05,0.0001275068416,0.00049392123904,0.000107809357824,8.82583808725632e-06,1.49125120000159e-05,72815,0,0.000752975788551272
embed1_part_3100_i, 6.4e-08,1.3e-07,1.94e-07,2.490368e-07,9.6468992e-07,6.15038976e-07,1.38618880066708e-07,6.26688000001458e-08,306,0,2.03005337606685e-06
proj_1_part_1_i, 2.56e-07,6.04e-07,8.6e-07,9.961472e-07,3.85875968e-06,2.72646144e-06,1.10692608030142e-06,6.94476800000659e-07,3391,0,9.38277120030208e-06
Total,3.3088e-05,1.972e-06,3.506e-05,0.0001287520256,0.00049874468864,0.00011115085824,1.00713830476244e-05,1.56696576000167e-05,76512,0,0.000764388613127641
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_0.5_node_3100, 94.37535653166,5.62464346833999,100,82.0913215429097,14.5411452147626,3.36753324232772,100,1,1,1,0.000764388613127641
