lstm_langmod_1_16_1_rram_mem_50_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_2_part_1_o, 4.9152e-05,0.000382836,0.000431988,0.0001912602624,0.00074088185856,0.001369533284352,0.000705442552487763,0.00115185971200037,5618975,2848,0.00415897766980013
output_part_1_i, 5.696e-06,3.108e-06,8.804e-06,2.21642752e-05,8.585740288e-05,2.7911356416e-05,2.34512614424525e-05,3.96883968000054e-05,193791,0,0.000199072692738458
Total,5.4848e-05,0.000385944,0.000440792,0.0002134245376,0.00082673926144,0.001397444640768,0.000728893813930216,0.00119154810880038,5812766,2848,0.00435805036253859
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_50_node_1, 12.4430570427775,87.5569429572224,100,23.8676406308003,32.0658212851395,44.0665380840602,100,1,1,1,0.00435805036253859
lstm_langmod_1_16_1_rram_mem_50_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_2_part_1_o, 4.9152e-05,0.000382836,0.000431988,0.0001912602624,0.00074088185856,0.001369533284352,0.000705442552487763,0.00115185971200037,5618975,2848,0.00415897766980013
output_part_1_i, 5.696e-06,3.108e-06,8.804e-06,2.21642752e-05,8.585740288e-05,2.7911356416e-05,2.34512614424525e-05,3.96883968000054e-05,193791,0,0.000199072692738458
Total,5.4848e-05,0.000385944,0.000440792,0.0002134245376,0.00082673926144,0.001397444640768,0.000728893813930216,0.00119154810880038,5812766,2848,0.00435805036253859
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_50_node_1, 12.4430570427775,87.5569429572224,100,23.8676406308003,32.0658212851395,44.0665380840602,100,1,1,1,0.00435805036253859
