lstm_langmod_1_16_1_rram_mem_32_node_1_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_1, 1.6e-08,5.51e-07,5.67e-07,6.22592e-08,2.4117248e-07,1.797562368e-06,9.10630400230183e-07,4.72883200000503e-07,2309,0,3.48450764823069e-06
Total,1.6e-08,5.51e-07,5.67e-07,6.22592e-08,2.4117248e-07,1.797562368e-06,9.10630400230183e-07,4.72883200000503e-07,2309,0,3.48450764823069e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_32_node_1_dummy, 2.82186948853616,97.1781305114638,100,8.70802163841059,51.587269980961,39.7047083806284,100,1,1,1,3.48450764823069e-06
lstm_langmod_1_16_1_rram_mem_32_node_1_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_1, 1.6e-08,5.51e-07,5.67e-07,6.22592e-08,2.4117248e-07,1.797562368e-06,9.10630400230183e-07,4.72883200000503e-07,2309,0,3.48450764823069e-06
Total,1.6e-08,5.51e-07,5.67e-07,6.22592e-08,2.4117248e-07,1.797562368e-06,9.10630400230183e-07,4.72883200000503e-07,2309,0,3.48450764823069e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_32_node_1_dummy, 2.82186948853616,97.1781305114638,100,8.70802163841059,51.587269980961,39.7047083806284,100,1,1,1,3.48450764823069e-06
