vgg_net_16_1_rram_mem_0.5_node_3
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv05_part_3_o, 5.292e-05,1.122e-05,6.414e-05,0.000205922304,0.0007976779776,0.00020334329856,1.36102118555157e-05,2.17315328000339e-05,106111,0,0.00124228532481555
conv06_part_1_o, 0.0003528,9.2366e-05,0.000445166,0.00137281536,0.005317853184,0.001411311550464,4.96192948306714e-05,7.97538304002419e-05,389423,0,0.00823135321969491
Total,0.00040572,0.000103586,0.000509306,0.001578737664,0.0061155311616,0.001614654849024,6.32295066861871e-05,0.000101485363200276,495534,0,0.00947363854451046
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.5_node_3, 79.6613430825476,20.3386569174524,100,81.2176735416877,17.0436611175082,1.73866534080412,100,1,1,1,0.00947363854451046
vgg_net_16_1_rram_mem_0.5_node_3
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv05_part_3_o, 5.292e-05,1.122e-05,6.414e-05,0.000205922304,0.0007976779776,0.00020334329856,1.36102118555157e-05,2.17315328000339e-05,106111,0,0.00124228532481555
conv06_part_1_o, 0.0003528,9.2366e-05,0.000445166,0.00137281536,0.005317853184,0.001411311550464,4.96192948306714e-05,7.97538304002419e-05,389423,0,0.00823135321969491
Total,0.00040572,0.000103586,0.000509306,0.001578737664,0.0061155311616,0.001614654849024,6.32295066861871e-05,0.000101485363200276,495534,0,0.00947363854451046
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.5_node_3, 79.6613430825476,20.3386569174524,100,81.2176735416877,17.0436611175082,1.73866534080412,100,1,1,1,0.00947363854451046
