resnet50_16_1_rram_mem_2_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv1, 5.7624e-05,1.1139e-05,6.8763e-05,0.0002242265088,0.00086858268672,0.000217999613952,1.51053542564509e-05,1.5337676800036e-05,74891,0,0.00134125184052849
conv2_1_a, 6.272e-06,1.128e-06,7.4e-06,2.44056064e-05,9.453961216e-05,2.34602496e-05,5.02515968175581e-06,5.97667840000384e-06,29183,0,0.00015340730624176
conv2_1_b, 5.733e-05,9.647e-06,6.6977e-05,0.000223082496,0.0008641511424,0.000212337451008,1.1753372175776e-05,1.72570624000345e-05,84263,0,0.00132858152398381
conv2_1_c, 2.5088e-05,3.84e-06,2.8928e-05,9.76224256e-05,0.00037815844864,9.1710554112e-05,1.55581056067465e-05,1.62002944000147e-05,79103,0,0.000599249828358761
conv2_2_a, 6.272e-06,1.128e-06,7.4e-06,2.44056064e-05,9.453961216e-05,2.34602496e-05,5.02515968175581e-06,5.97667840000384e-06,29183,0,0.00015340730624176
conv2_2_b, 5.733e-05,9.647e-06,6.6977e-05,0.000223082496,0.0008641511424,0.000212337451008,1.1753372175776e-05,1.72570624000345e-05,84263,0,0.00132858152398381
conv2_2_c, 2.5088e-05,3.84e-06,2.8928e-05,9.76224256e-05,0.00037815844864,9.1710554112e-05,1.55581056067465e-05,1.62002944000147e-05,79103,0,0.000599249828358761
conv2_3_a, 6.272e-06,1.128e-06,7.4e-06,2.44056064e-05,9.453961216e-05,2.34602496e-05,5.02515968175581e-06,5.97667840000384e-06,29183,0,0.00015340730624176
conv2_3_b, 5.733e-05,9.647e-06,6.6977e-05,0.000223082496,0.0008641511424,0.000212337451008,1.1753372175776e-05,1.72570624000345e-05,84263,0,0.00132858152398381
conv2_3_c, 2.5088e-05,3.84e-06,2.8928e-05,9.76224256e-05,0.00037815844864,9.1710554112e-05,1.55581056067465e-05,1.62002944000147e-05,79103,0,0.000599249828358761
conv3_1_a, 1.2544e-05,4.96e-06,1.7504e-05,4.88112128e-05,0.00018907922432,5.5493001216e-05,1.32105241646251e-05,1.79075072000101e-05,87439,0,0.000324501469700635
conv3_1_b, 5.733e-05,1.1465e-05,6.8795e-05,0.000223082496,0.0008641511424,0.00021810106368,2.25749632165246e-05,3.60839168000361e-05,176191,0,0.00136399358209656
conv3_1_c, 2.5088e-05,3.726e-06,2.8814e-05,9.76224256e-05,0.00037815844864,9.1349139456e-05,1.46799232066996e-05,1.98440960000146e-05,96895,0,0.000601654032902714
conv3_2_a, 2.5088e-05,3.432e-06,2.852e-05,9.76224256e-05,0.00037815844864,9.041707008e-05,1.24163097665785e-05,1.98440960000144e-05,96895,0,0.000598458350086593
conv3_2_b, 5.733e-05,1.1465e-05,6.8795e-05,0.000223082496,0.0008641511424,0.00021810106368,2.25749632165246e-05,3.60839168000361e-05,176191,0,0.00136399358209656
conv3_2_c, 2.5088e-05,3.726e-06,2.8814e-05,9.76224256e-05,0.00037815844864,9.1349139456e-05,1.46799232066996e-05,1.98440960000146e-05,96895,0,0.000601654032902714
