resnet50_16_1_rram_mem_4_node_9
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv5_3_a_part_2_i, 1.4976e-05,7.831e-06,2.2807e-05,5.82746112e-05,0.00022573744128,7.2305123328e-05,5.8617003526308e-05,9.90547968000138e-05,483666,0,0.000513988976134322
conv5_3_b_part_1_o, 5.0985e-05,0.0001121995,0.0001631845,0.000198392832,0.0007685111808,0.000517344473088,0.000199414295096698,0.000334847923200124,1633989,539,0.00201851070418482
Total,6.5961e-05,0.0001200305,0.0001859915,0.0002566674432,0.00099424862208,0.000589649596416,0.000258031298623006,0.000433902720000138,2117655,539,0.00253249968031914
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_4_node_9, 35.4645239164155,64.5354760835845,100,49.3945201652448,23.2833038834458,27.3221759513094,100,1,1,1,0.00253249968031914
resnet50_16_1_rram_mem_4_node_9
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv5_3_a_part_2_i, 1.4976e-05,7.831e-06,2.2807e-05,5.82746112e-05,0.00022573744128,7.2305123328e-05,5.8617003526308e-05,9.90547968000138e-05,483666,0,0.000513988976134322
conv5_3_b_part_1_o, 5.0985e-05,0.0001121995,0.0001631845,0.000198392832,0.0007685111808,0.000517344473088,0.000199414295096698,0.000334847923200124,1633989,539,0.00201851070418482
Total,6.5961e-05,0.0001200305,0.0001859915,0.0002566674432,0.00099424862208,0.000589649596416,0.000258031298623006,0.000433902720000138,2117655,539,0.00253249968031914
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_4_node_9, 35.4645239164155,64.5354760835845,100,49.3945201652448,23.2833038834458,27.3221759513094,100,1,1,1,0.00253249968031914
