lstm_langmod_1_16_1_rram_mem_16_node_1_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_1, 8e-09,2.92e-07,3e-07,3.11296e-08,1.2058624e-07,9.510912e-07,4.62822400121886e-07,2.39616000000266e-07,1170,0,1.80524544012215e-06
Total,8e-09,2.92e-07,3e-07,3.11296e-08,1.2058624e-07,9.510912e-07,4.62822400121886e-07,2.39616000000266e-07,1170,0,1.80524544012215e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_16_node_1_dummy, 2.66666666666667,97.3333333333333,100,8.4041669142637,52.6848692627438,38.9109638229925,100,1,1,1,1.80524544012215e-06
lstm_langmod_1_16_1_rram_mem_16_node_1_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_1, 8e-09,2.92e-07,3e-07,3.11296e-08,1.2058624e-07,9.510912e-07,4.62822400121886e-07,2.39616000000266e-07,1170,0,1.80524544012215e-06
Total,8e-09,2.92e-07,3e-07,3.11296e-08,1.2058624e-07,9.510912e-07,4.62822400121886e-07,2.39616000000266e-07,1170,0,1.80524544012215e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_16_node_1_dummy, 2.66666666666667,97.3333333333333,100,8.4041669142637,52.6848692627438,38.9109638229925,100,1,1,1,1.80524544012215e-06
