vgg_net_16_1_rram_mem_1_node_24
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv12_part_5_o, 4.635e-05,5.4521e-05,0.000100871,0.00018035712,0.000698646528,0.000319791734784,5.04062182719933e-05,8.22999040000699e-05,401855,0,0.00133150150505606
conv13_part_1_o, 2.08575e-05,1.055725e-05,3.141475e-05,8.1160704e-05,0.0003143909376,9.9594307584e-05,2.64401536086415e-05,4.16126976000189e-05,203187,0,0.00056319880039266
Total,6.72075e-05,6.507825e-05,0.00013228575,0.000261517824,0.0010130374656,0.000419386042368,7.68463718806348e-05,0.000123912601600089,605042,0,0.00189470030544872
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_1_node_24, 50.8047918993542,49.1952081006458,100,67.2694930134687,22.1346901756411,10.5958168108902,100,1,1,1,0.00189470030544872
vgg_net_16_1_rram_mem_1_node_24
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv12_part_5_o, 4.635e-05,5.4521e-05,0.000100871,0.00018035712,0.000698646528,0.000319791734784,5.04062182719933e-05,8.22999040000699e-05,401855,0,0.00133150150505606
conv13_part_1_o, 2.08575e-05,1.055725e-05,3.141475e-05,8.1160704e-05,0.0003143909376,9.9594307584e-05,2.64401536086415e-05,4.16126976000189e-05,203187,0,0.00056319880039266
Total,6.72075e-05,6.507825e-05,0.00013228575,0.000261517824,0.0010130374656,0.000419386042368,7.68463718806348e-05,0.000123912601600089,605042,0,0.00189470030544872
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_1_node_24, 50.8047918993542,49.1952081006458,100,67.2694930134687,22.1346901756411,10.5958168108902,100,1,1,1,0.00189470030544872
