alex_net_16_1_rram_mem_2_node_5
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
fc1_part_2_o, 1.152e-06,5.357e-06,6.509e-06,4.4826624e-06,1.736441856e-05,2.0635508736e-05,1.26699340824431e-05,1.52266752000053e-05,74319,16,7.03791989784484e-05
Total,1.152e-06,5.357e-06,6.509e-06,4.4826624e-06,1.736441856e-05,2.0635508736e-05,1.26699340824431e-05,1.52266752000053e-05,74319,16,7.03791989784484e-05
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
alex_net_16_1_rram_mem_2_node_5, 17.6985712090951,82.3014287909049,100,31.0419573923966,29.3204654720765,39.6375771355268,100,1,1,1,7.03791989784484e-05
alex_net_16_1_rram_mem_2_node_5
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
fc1_part_2_o, 1.152e-06,5.357e-06,6.509e-06,4.4826624e-06,1.736441856e-05,2.0635508736e-05,1.26699340824431e-05,1.52266752000053e-05,74319,16,7.03791989784484e-05
Total,1.152e-06,5.357e-06,6.509e-06,4.4826624e-06,1.736441856e-05,2.0635508736e-05,1.26699340824431e-05,1.52266752000053e-05,74319,16,7.03791989784484e-05
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
alex_net_16_1_rram_mem_2_node_5, 17.6985712090951,82.3014287909049,100,31.0419573923966,29.3204654720765,39.6375771355268,100,1,1,1,7.03791989784484e-05
