lstm_langmod_1_16_1_rram_mem_16_node_10_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_10, 8e-09,3.5e-08,4.3e-08,3.11296e-08,1.2058624e-07,1.36323072e-07,1.30662400160593e-08,6.5536000000351e-09,32,0,3.07658752016094e-07
Total,8e-09,3.5e-08,4.3e-08,3.11296e-08,1.2058624e-07,1.36323072e-07,1.30662400160593e-08,6.5536000000351e-09,32,0,3.07658752016094e-07
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_16_node_10_dummy, 18.6046511627907,81.3953488372093,100,49.3130258787708,44.3098306505737,6.37714347065545,100,1,1,1,3.07658752016094e-07
lstm_langmod_1_16_1_rram_mem_16_node_10_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_10, 8e-09,3.5e-08,4.3e-08,3.11296e-08,1.2058624e-07,1.36323072e-07,1.30662400160593e-08,6.5536000000351e-09,32,0,3.07658752016094e-07
Total,8e-09,3.5e-08,4.3e-08,3.11296e-08,1.2058624e-07,1.36323072e-07,1.30662400160593e-08,6.5536000000351e-09,32,0,3.07658752016094e-07
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_16_node_10_dummy, 18.6046511627907,81.3953488372093,100,49.3130258787708,44.3098306505737,6.37714347065545,100,1,1,1,3.07658752016094e-07
