lstm_langmod_1_16_1_rram_mem_1_node_1_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_1, 7.03125e-09,5.4484375e-08,6.1515625e-08,2.736e-08,1.05984e-07,1.95023232e-07,4.3573760023883e-08,2.19136000000522e-08,107,0,3.93854592023935e-07
Total,7.03125e-09,5.4484375e-08,6.1515625e-08,2.736e-08,1.05984e-07,1.95023232e-07,4.3573760023883e-08,2.19136000000522e-08,107,0,3.93854592023935e-07
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_1_node_1_dummy, 11.4300228600457,88.5699771399543,100,33.8561496299366,49.5165566047655,16.6272937652979,100,1,1,1,3.93854592023935e-07
lstm_langmod_1_16_1_rram_mem_1_node_1_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_1, 7.03125e-09,5.4484375e-08,6.1515625e-08,2.736e-08,1.05984e-07,1.95023232e-07,4.3573760023883e-08,2.19136000000522e-08,107,0,3.93854592023935e-07
Total,7.03125e-09,5.4484375e-08,6.1515625e-08,2.736e-08,1.05984e-07,1.95023232e-07,4.3573760023883e-08,2.19136000000522e-08,107,0,3.93854592023935e-07
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_1_node_1_dummy, 11.4300228600457,88.5699771399543,100,33.8561496299366,49.5165566047655,16.6272937652979,100,1,1,1,3.93854592023935e-07
