alex_net_16_1_rram_mem_0.5_node_241
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
fc3_part_17_i, 4e-08,1.59e-07,1.99e-07,1.55648e-07,6.029312e-07,6.30890496e-07,6.29946880073708e-07,1.05328640000016e-06,5143,0,3.07270297607387e-06
Total,4e-08,1.59e-07,1.99e-07,1.55648e-07,6.029312e-07,6.30890496e-07,6.29946880073708e-07,1.05328640000016e-06,5143,0,3.07270297607387e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
alex_net_16_1_rram_mem_0.5_node_241, 20.1005025125628,79.8994974874372,100,24.6876839677251,20.5321015702636,54.7802144620113,100,1,1,1,3.07270297607387e-06
alex_net_16_1_rram_mem_0.5_node_241
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
fc3_part_17_i, 4e-08,1.59e-07,1.99e-07,1.55648e-07,6.029312e-07,6.30890496e-07,6.29946880073708e-07,1.05328640000016e-06,5143,0,3.07270297607387e-06
Total,4e-08,1.59e-07,1.99e-07,1.55648e-07,6.029312e-07,6.30890496e-07,6.29946880073708e-07,1.05328640000016e-06,5143,0,3.07270297607387e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
alex_net_16_1_rram_mem_0.5_node_241, 20.1005025125628,79.8994974874372,100,24.6876839677251,20.5321015702636,54.7802144620113,100,1,1,1,3.07270297607387e-06
