vgg_net_16_1_rram_mem_0.5_node_48
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv12_part_10_o, 2.54925e-05,1.123675e-05,3.672925e-05,9.9196416e-05,0.0003842555904,0.000116442888192,3.03409792098756e-05,4.82359296000216e-05,235527,0,0.000678471803401897
conv13_part_1_o, 8.690625e-06,1.01746875e-05,1.88653125e-05,3.381696e-05,0.000130996224,5.980877568e-05,1.4734481925979e-05,2.17413632000131e-05,106159,0,0.000261097804805992
Total,3.4183125e-05,2.14114375e-05,5.55945625e-05,0.000133013376,0.0005152518144,0.000176251663872,4.50754611358546e-05,6.99772928000347e-05,341686,0,0.000939569608207889
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.5_node_48, 61.4864538236091,38.5135461763909,100,68.9959727024892,18.7587659639372,12.2452613335736,100,1,1,1,0.000939569608207889
vgg_net_16_1_rram_mem_0.5_node_48
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv12_part_10_o, 2.54925e-05,1.123675e-05,3.672925e-05,9.9196416e-05,0.0003842555904,0.000116442888192,3.03409792098756e-05,4.82359296000216e-05,235527,0,0.000678471803401897
conv13_part_1_o, 8.690625e-06,1.01746875e-05,1.88653125e-05,3.381696e-05,0.000130996224,5.980877568e-05,1.4734481925979e-05,2.17413632000131e-05,106159,0,0.000261097804805992
Total,3.4183125e-05,2.14114375e-05,5.55945625e-05,0.000133013376,0.0005152518144,0.000176251663872,4.50754611358546e-05,6.99772928000347e-05,341686,0,0.000939569608207889
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.5_node_48, 61.4864538236091,38.5135461763909,100,68.9959727024892,18.7587659639372,12.2452613335736,100,1,1,1,0.000939569608207889
