vgg_net_16_1_rram_mem_0.25_node_96
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv12_part_19_o, 1.15875e-05,9.08825e-06,2.067575e-05,4.508928e-05,0.000174661632,6.5548412928e-05,1.75222195261281e-05,2.64730624000134e-05,129263,0,0.000329294606854141
conv13_part_1_o, 5.214375e-06,9.0788125e-06,1.42931875e-05,2.0290176e-05,7.85977344e-05,4.5313749504e-05,1.1947850244812e-05,1.70104832000105e-05,83059,0,0.000173159993348822
Total,1.6801875e-05,1.81670625e-05,3.49689375e-05,6.5379456e-05,0.0002532593664,0.000110862162432,2.94700697709401e-05,4.34835456000239e-05,212322,0,0.000502454600202964
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.25_node_96, 48.0479997426287,51.9520002573713,100,63.416440464728,22.0641153225023,14.5194442127696,100,1,1,1,0.000502454600202964
vgg_net_16_1_rram_mem_0.25_node_96
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv12_part_19_o, 1.15875e-05,9.08825e-06,2.067575e-05,4.508928e-05,0.000174661632,6.5548412928e-05,1.75222195261281e-05,2.64730624000134e-05,129263,0,0.000329294606854141
conv13_part_1_o, 5.214375e-06,9.0788125e-06,1.42931875e-05,2.0290176e-05,7.85977344e-05,4.5313749504e-05,1.1947850244812e-05,1.70104832000105e-05,83059,0,0.000173159993348822
Total,1.6801875e-05,1.81670625e-05,3.49689375e-05,6.5379456e-05,0.0002532593664,0.000110862162432,2.94700697709401e-05,4.34835456000239e-05,212322,0,0.000502454600202964
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.25_node_96, 48.0479997426287,51.9520002573713,100,63.416440464728,22.0641153225023,14.5194442127696,100,1,1,1,0.000502454600202964
