lstm_langmod_1_16_1_rram_mem_16_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_2_part_1_o, 1.6384e-05,0.000131512,0.000147896,6.37534208e-05,0.00024696061952,0.000468875280384,0.000228398307897527,0.000330812006400126,1613583,912,0.00133879963500165
output_part_1_i, 1.824e-06,1.06e-06,2.884e-06,7.0975488e-06,2.749366272e-05,9.143156736e-06,7.63717888081202e-06,1.27596544000018e-05,62303,0,6.41312015368138e-05
Total,1.8208e-05,0.000132572,0.00015078,7.08509696e-05,0.00027445428224,0.00047801843712,0.000236035486778339,0.000343571660800128,1675886,912,0.00140293083653847
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_16_node_1, 12.0758721315824,87.9241278684175,100,24.6131343646271,34.0728441253343,41.3140215100386,100,1,1,1,0.00140293083653847
lstm_langmod_1_16_1_rram_mem_16_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_2_part_1_o, 1.6384e-05,0.000131512,0.000147896,6.37534208e-05,0.00024696061952,0.000468875280384,0.000228398307897527,0.000330812006400126,1613583,912,0.00133879963500165
output_part_1_i, 1.824e-06,1.06e-06,2.884e-06,7.0975488e-06,2.749366272e-05,9.143156736e-06,7.63717888081202e-06,1.27596544000018e-05,62303,0,6.41312015368138e-05
Total,1.8208e-05,0.000132572,0.00015078,7.08509696e-05,0.00027445428224,0.00047801843712,0.000236035486778339,0.000343571660800128,1675886,912,0.00140293083653847
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_16_node_1, 12.0758721315824,87.9241278684175,100,24.6131343646271,34.0728441253343,41.3140215100386,100,1,1,1,0.00140293083653847
