lstm_langmod_1_16_1_rram_mem_50_node_3
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_2_part_3_o, 4.096e-05,0.00034415,0.00038511,0.000159383552,0.0006174015488,0.00122091577344,0.000621579573910146,0.00100874096640033,4920783,2512,0.00362802141455048
output_part_3_i, 5.024e-06,2.788e-06,7.812e-06,1.95493888e-05,7.572815872e-05,2.4766414848e-05,2.06443545621824e-05,3.49435904000048e-05,170623,0,0.000175631907330187
Total,4.5984e-05,0.000346938,0.000392922,0.0001789329408,0.00069312970752,0.001245682188288,0.000642223928472328,0.00104368455680033,5091406,2512,0.00380365332188066
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_50_node_3, 11.7030861086933,88.2969138913067,100,22.9269750558871,32.7496247126983,44.3234002314146,100,1,1,1,0.00380365332188066
lstm_langmod_1_16_1_rram_mem_50_node_3
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_2_part_3_o, 4.096e-05,0.00034415,0.00038511,0.000159383552,0.0006174015488,0.00122091577344,0.000621579573910146,0.00100874096640033,4920783,2512,0.00362802141455048
output_part_3_i, 5.024e-06,2.788e-06,7.812e-06,1.95493888e-05,7.572815872e-05,2.4766414848e-05,2.06443545621824e-05,3.49435904000048e-05,170623,0,0.000175631907330187
Total,4.5984e-05,0.000346938,0.000392922,0.0001789329408,0.00069312970752,0.001245682188288,0.000642223928472328,0.00104368455680033,5091406,2512,0.00380365332188066
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_50_node_3, 11.7030861086933,88.2969138913067,100,22.9269750558871,32.7496247126983,44.3234002314146,100,1,1,1,0.00380365332188066
