resnet50_16_1_rram_mem_0.5_node_3
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv3_2_b_part_2_o, 4.851e-05,9.993e-06,5.8503e-05,0.000188762112,0.0007312048128,0.000185472294912,1.86675430541025e-05,2.96908800000308e-05,144975,0,0.00115379764276613
conv3_2_c, 2.5088e-05,3.726e-06,2.8814e-05,9.76224256e-05,0.00037815844864,9.1349139456e-05,1.46799232066996e-05,1.98440960000146e-05,96895,0,0.000601654032902714
conv3_3_a, 2.5088e-05,3.432e-06,2.852e-05,9.76224256e-05,0.00037815844864,9.041707008e-05,1.24163097665785e-05,1.98440960000144e-05,96895,0,0.000598458350086593
conv3_3_b_part_1_o, 8.82e-06,3.868e-06,1.2688e-05,3.4320384e-05,0.0001329463296,4.0224817152e-05,4.97920256340868e-06,7.30705920000745e-06,35679,0,0.000219777792515416
Total,0.000107506,2.1019e-05,0.000128525,0.0004183273472,0.00162046803968,0.0004074633216,5.07429785907893e-05,7.66861312000673e-05,374444,0,0.00257368781827086
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_0.5_node_3, 83.645983271737,16.354016728263,100,79.2168876274114,15.8318860083721,4.95122636421656,100,1,1,1,0.00257368781827086
resnet50_16_1_rram_mem_0.5_node_3
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv3_2_b_part_2_o, 4.851e-05,9.993e-06,5.8503e-05,0.000188762112,0.0007312048128,0.000185472294912,1.86675430541025e-05,2.96908800000308e-05,144975,0,0.00115379764276613
conv3_2_c, 2.5088e-05,3.726e-06,2.8814e-05,9.76224256e-05,0.00037815844864,9.1349139456e-05,1.46799232066996e-05,1.98440960000146e-05,96895,0,0.000601654032902714
conv3_3_a, 2.5088e-05,3.432e-06,2.852e-05,9.76224256e-05,0.00037815844864,9.041707008e-05,1.24163097665785e-05,1.98440960000144e-05,96895,0,0.000598458350086593
conv3_3_b_part_1_o, 8.82e-06,3.868e-06,1.2688e-05,3.4320384e-05,0.0001329463296,4.0224817152e-05,4.97920256340868e-06,7.30705920000745e-06,35679,0,0.000219777792515416
Total,0.000107506,2.1019e-05,0.000128525,0.0004183273472,0.00162046803968,0.0004074633216,5.07429785907893e-05,7.66861312000673e-05,374444,0,0.00257368781827086
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_0.5_node_3, 83.645983271737,16.354016728263,100,79.2168876274114,15.8318860083721,4.95122636421656,100,1,1,1,0.00257368781827086
