lstm_langmod_16_1_rram_mem_32_node_53
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_1_part_5_o, 0.000229376,5.5064e-05,0.00028444,0.0008925478912,0.00345744867328,0.00090176126976,0.0001155476096699,0.000193825792000153,946415,0,0.00556113123591005
proj_1_part_5_i, 2.7136e-05,2.844e-06,2.998e-05,0.0001055916032,0.00040902852608,9.504571392e-05,2.05491635267581e-05,3.37246208000148e-05,164671,0,0.000663939627526773
Total,0.000256512,5.7908e-05,0.00031442,0.0009981394944,0.00386647719936,0.00099680698368,0.000136096773196658,0.000227550412800168,1111086,0,0.00622507086343683
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_32_node_53, 81.5825965269385,18.4174034730615,100,78.145563327359,16.0127813088005,5.84165536384044,100,1,1,1,0.00622507086343683
lstm_langmod_16_1_rram_mem_32_node_53
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_1_part_5_o, 0.000229376,5.5064e-05,0.00028444,0.0008925478912,0.00345744867328,0.00090176126976,0.0001155476096699,0.000193825792000153,946415,0,0.00556113123591005
proj_1_part_5_i, 2.7136e-05,2.844e-06,2.998e-05,0.0001055916032,0.00040902852608,9.504571392e-05,2.05491635267581e-05,3.37246208000148e-05,164671,0,0.000663939627526773
Total,0.000256512,5.7908e-05,0.00031442,0.0009981394944,0.00386647719936,0.00099680698368,0.000136096773196658,0.000227550412800168,1111086,0,0.00622507086343683
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_32_node_53, 81.5825965269385,18.4174034730615,100,78.145563327359,16.0127813088005,5.84165536384044,100,1,1,1,0.00622507086343683
