resnet50_16_1_rram_mem_0.25_node_6
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv3_2_c_part_2_o, 2.0384e-05,3.016e-06,2.34e-05,7.93182208e-05,0.00030725373952,7.41851136e-05,1.18009267254387e-05,1.60036864000119e-05,78143,0,0.000488561687045451
conv3_3_a, 2.5088e-05,3.432e-06,2.852e-05,9.76224256e-05,0.00037815844864,9.041707008e-05,1.24163097665785e-05,1.98440960000144e-05,96895,0,0.000598458350086593
conv3_3_b_part_1_o, 8.82e-06,3.868e-06,1.2688e-05,3.4320384e-05,0.0001329463296,4.0224817152e-05,4.97920256340868e-06,7.30705920000745e-06,35679,0,0.000219777792515416
Total,5.4292e-05,1.0316e-05,6.4608e-05,0.0002112610304,0.00081835851776,0.000204827000832,2.91964390554259e-05,4.31548416000337e-05,210717,0,0.00130679782964746
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_0.25_node_6, 84.0329370975731,15.9670629024269,100,78.7895055226534,15.6739624282401,5.53653204910649,100,1,1,1,0.00130679782964746
resnet50_16_1_rram_mem_0.25_node_6
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv3_2_c_part_2_o, 2.0384e-05,3.016e-06,2.34e-05,7.93182208e-05,0.00030725373952,7.41851136e-05,1.18009267254387e-05,1.60036864000119e-05,78143,0,0.000488561687045451
conv3_3_a, 2.5088e-05,3.432e-06,2.852e-05,9.76224256e-05,0.00037815844864,9.041707008e-05,1.24163097665785e-05,1.98440960000144e-05,96895,0,0.000598458350086593
conv3_3_b_part_1_o, 8.82e-06,3.868e-06,1.2688e-05,3.4320384e-05,0.0001329463296,4.0224817152e-05,4.97920256340868e-06,7.30705920000745e-06,35679,0,0.000219777792515416
Total,5.4292e-05,1.0316e-05,6.4608e-05,0.0002112610304,0.00081835851776,0.000204827000832,2.91964390554259e-05,4.31548416000337e-05,210717,0,0.00130679782964746
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_0.25_node_6, 84.0329370975731,15.9670629024269,100,78.7895055226534,15.6739624282401,5.53653204910649,100,1,1,1,0.00130679782964746
