alex_net_16_1_rram_mem_0.5_node_11
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv5_part_1_i, 1.44e-06,4.68e-07,1.908e-06,5.603328e-06,2.17055232e-05,6.048940032e-06,1.16733184048919e-06,1.03854080000107e-06,5071,0,3.55636638724903e-05
Total,1.44e-06,4.68e-07,1.908e-06,5.603328e-06,2.17055232e-05,6.048940032e-06,1.16733184048919e-06,1.03854080000107e-06,5071,0,3.55636638724903e-05
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
alex_net_16_1_rram_mem_0.5_node_11, 75.4716981132075,24.5283018867925,100,76.7886326277095,17.0087650521269,6.20260232016359,100,1,1,1,3.55636638724903e-05
alex_net_16_1_rram_mem_0.5_node_11
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv5_part_1_i, 1.44e-06,4.68e-07,1.908e-06,5.603328e-06,2.17055232e-05,6.048940032e-06,1.16733184048919e-06,1.03854080000107e-06,5071,0,3.55636638724903e-05
Total,1.44e-06,4.68e-07,1.908e-06,5.603328e-06,2.17055232e-05,6.048940032e-06,1.16733184048919e-06,1.03854080000107e-06,5071,0,3.55636638724903e-05
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
alex_net_16_1_rram_mem_0.5_node_11, 75.4716981132075,24.5283018867925,100,76.7886326277095,17.0087650521269,6.20260232016359,100,1,1,1,3.55636638724903e-05
