lstm_langmod_16_1_rram_mem_4_node_388
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_1_part_1_o, 3.2768e-05,2.14e-06,3.4908e-05,0.0001275068416,0.00049392123904,0.000110668972032,1.60194790476277e-05,2.70530560000167e-05,132095,0,0.000775169587719644
embed1_part_388_i, 5.625e-08,1.83875e-07,2.40125e-07,2.1888e-07,8.47872e-07,7.61269248e-07,5.56533760087297e-07,3.87072000000191e-07,1890,0,2.77162700808749e-06
proj_1_part_1_i, 2.048e-06,7.32e-07,2.78e-06,7.9691776e-06,3.087007744e-05,8.81344512e-06,2.22546176072308e-06,2.93580800000158e-06,14335,0,5.28139699207247e-05
Total,3.487225e-05,3.055875e-06,3.7928125e-05,0.0001356948992,0.00052563918848,0.0001202436864,1.88014745684381e-05,3.03759360000185e-05,148320,0,0.000830755184648456
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_4_node_388, 91.9429842629975,8.05701573700255,100,79.606375006838,14.4740217842736,5.91960320888837,100,1,1,1,0.000830755184648456
lstm_langmod_16_1_rram_mem_4_node_388
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_1_part_1_o, 3.2768e-05,2.14e-06,3.4908e-05,0.0001275068416,0.00049392123904,0.000110668972032,1.60194790476277e-05,2.70530560000167e-05,132095,0,0.000775169587719644
embed1_part_388_i, 5.625e-08,1.83875e-07,2.40125e-07,2.1888e-07,8.47872e-07,7.61269248e-07,5.56533760087297e-07,3.87072000000191e-07,1890,0,2.77162700808749e-06
proj_1_part_1_i, 2.048e-06,7.32e-07,2.78e-06,7.9691776e-06,3.087007744e-05,8.81344512e-06,2.22546176072308e-06,2.93580800000158e-06,14335,0,5.28139699207247e-05
Total,3.487225e-05,3.055875e-06,3.7928125e-05,0.0001356948992,0.00052563918848,0.0001202436864,1.88014745684381e-05,3.03759360000185e-05,148320,0,0.000830755184648456
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_4_node_388, 91.9429842629975,8.05701573700255,100,79.606375006838,14.4740217842736,5.91960320888837,100,1,1,1,0.000830755184648456
