resnet50_16_1_rram_mem_1_node_10
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv4_4_a_part_2_i, 3.072e-06,6.91e-07,3.763e-06,1.19537664e-05,4.630511616e-05,1.1929853952e-05,3.87047680091703e-06,5.587558400002e-06,27283,0,7.9646771712919e-05
conv4_4_b_part_1_o, 6.336e-05,5.3706e-05,0.000117066,0.000246546432,0.0009550430208,0.000371134808064,6.42607744351599e-05,0.000107185561600077,523367,0,0.00174417059689924
Total,6.6432e-05,5.4397e-05,0.000120829,0.0002585001984,0.00100134813696,0.000383064662016,6.81312512360769e-05,0.000112773120000079,550650,0,0.00182381736861216
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_1_node_10, 54.9801785995084,45.0198214004916,100,69.0775489389427,21.003455094163,9.91899596689421,100,1,1,1,0.00182381736861216
resnet50_16_1_rram_mem_1_node_10
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv4_4_a_part_2_i, 3.072e-06,6.91e-07,3.763e-06,1.19537664e-05,4.630511616e-05,1.1929853952e-05,3.87047680091703e-06,5.587558400002e-06,27283,0,7.9646771712919e-05
conv4_4_b_part_1_o, 6.336e-05,5.3706e-05,0.000117066,0.000246546432,0.0009550430208,0.000371134808064,6.42607744351599e-05,0.000107185561600077,523367,0,0.00174417059689924
Total,6.6432e-05,5.4397e-05,0.000120829,0.0002585001984,0.00100134813696,0.000383064662016,6.81312512360769e-05,0.000112773120000079,550650,0,0.00182381736861216
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_1_node_10, 54.9801785995084,45.0198214004916,100,69.0775489389427,21.003455094163,9.91899596689421,100,1,1,1,0.00182381736861216
