vgg_net_16_1_rram_mem_1_node_20
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv11_part_6_o, 1.042875e-05,1.0831625e-05,2.1260375e-05,4.0580352e-05,0.0001571954688,6.7401851904e-05,1.69649587266074e-05,2.55268864000144e-05,124643,0,0.000307669517830622
conv12_part_1_o, 5.562e-05,5.6062e-05,0.000111682,0.000216428544,0.0008383758336,0.000354065891328,5.98821913945365e-05,9.83865344000755e-05,480403,0,0.00156713899472261
Total,6.604875e-05,6.6893625e-05,0.000132942375,0.000257008896,0.0009955713024,0.000421467743232,7.68471501211439e-05,0.00012391342080009,605046,0,0.00187480851255323
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_1_node_20, 49.6822401435208,50.3177598564792,100,66.8111004410875,22.4805755046428,10.7083240542697,100,1,1,1,0.00187480851255323
vgg_net_16_1_rram_mem_1_node_20
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv11_part_6_o, 1.042875e-05,1.0831625e-05,2.1260375e-05,4.0580352e-05,0.0001571954688,6.7401851904e-05,1.69649587266074e-05,2.55268864000144e-05,124643,0,0.000307669517830622
conv12_part_1_o, 5.562e-05,5.6062e-05,0.000111682,0.000216428544,0.0008383758336,0.000354065891328,5.98821913945365e-05,9.83865344000755e-05,480403,0,0.00156713899472261
Total,6.604875e-05,6.6893625e-05,0.000132942375,0.000257008896,0.0009955713024,0.000421467743232,7.68471501211439e-05,0.00012391342080009,605046,0,0.00187480851255323
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_1_node_20, 49.6822401435208,50.3177598564792,100,66.8111004410875,22.4805755046428,10.7083240542697,100,1,1,1,0.00187480851255323
