vgg_net_16_1_rram_mem_2_node_2
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv06_part_2_o, 0.00015876,2.8693e-05,0.000187453,0.000617766912,0.0023930339328,0.000594282995712,3.08065306045019e-05,5.00594688000973e-05,244431,0,0.0036859498399166
conv07, 0.00091728,0.00016076,0.00107804,0.003569319936,0.0138264182784,0.00341771452416,0.000100222262015054,0.000159625830400557,779423,0,0.0210733008309756
conv08_part_1_o, 0.00014112,6.669e-05,0.00020781,0.000549126144,0.0021271412736,0.00065882087424,5.20195507765163e-05,8.48590848001235e-05,414351,0,0.00347196692741664
Total,0.00121716,0.000256143,0.001473303,0.004736212992,0.0183465934848,0.004670818394112,0.000183048343396072,0.000294544384000778,1438205,0,0.0282312175983088
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_2_node_2, 82.6143705673578,17.3856294326422,100,81.7634110056335,16.5448705067251,1.69171848764135,100,1,1,1,0.0282312175983088
vgg_net_16_1_rram_mem_2_node_2
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv06_part_2_o, 0.00015876,2.8693e-05,0.000187453,0.000617766912,0.0023930339328,0.000594282995712,3.08065306045019e-05,5.00594688000973e-05,244431,0,0.0036859498399166
conv07, 0.00091728,0.00016076,0.00107804,0.003569319936,0.0138264182784,0.00341771452416,0.000100222262015054,0.000159625830400557,779423,0,0.0210733008309756
conv08_part_1_o, 0.00014112,6.669e-05,0.00020781,0.000549126144,0.0021271412736,0.00065882087424,5.20195507765163e-05,8.48590848001235e-05,414351,0,0.00347196692741664
Total,0.00121716,0.000256143,0.001473303,0.004736212992,0.0183465934848,0.004670818394112,0.000183048343396072,0.000294544384000778,1438205,0,0.0282312175983088
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_2_node_2, 82.6143705673578,17.3856294326422,100,81.7634110056335,16.5448705067251,1.69171848764135,100,1,1,1,0.0282312175983088
