vgg_net_16_1_rram_mem_0.25_node_78
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv11_part_19_o, 6.9525e-06,8.35375e-06,1.530625e-05,2.7053568e-05,0.0001047969792,4.85254656e-05,1.30634777648713e-05,1.89036544000106e-05,92303,0,0.000212343144964882
conv12_part_1_o, 1.042875e-05,1.0759625e-05,2.1188375e-05,4.0580352e-05,0.0001571954688,6.7173590016e-05,1.64065920065777e-05,2.45798912000144e-05,120019,0,0.000305935894022592
Total,1.738125e-05,1.9113375e-05,3.6494625e-05,6.763392e-05,0.000261992448,0.000115699055616,2.9470069771449e-05,4.3483545600025e-05,212322,0,0.000518279038987474
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.25_node_78, 47.6268765605894,52.3731234394106,100,63.6001734980385,22.3236995735026,14.0761269284589,100,1,1,1,0.000518279038987474
vgg_net_16_1_rram_mem_0.25_node_78
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv11_part_19_o, 6.9525e-06,8.35375e-06,1.530625e-05,2.7053568e-05,0.0001047969792,4.85254656e-05,1.30634777648713e-05,1.89036544000106e-05,92303,0,0.000212343144964882
conv12_part_1_o, 1.042875e-05,1.0759625e-05,2.1188375e-05,4.0580352e-05,0.0001571954688,6.7173590016e-05,1.64065920065777e-05,2.45798912000144e-05,120019,0,0.000305935894022592
Total,1.738125e-05,1.9113375e-05,3.6494625e-05,6.763392e-05,0.000261992448,0.000115699055616,2.9470069771449e-05,4.3483545600025e-05,212322,0,0.000518279038987474
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.25_node_78, 47.6268765605894,52.3731234394106,100,63.6001734980385,22.3236995735026,14.0761269284589,100,1,1,1,0.000518279038987474
