lstm_langmod_16_1_rram_mem_0.25_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
embed1_part_1_i, 6.4e-08,1.3e-07,1.94e-07,2.490368e-07,9.6468992e-07,6.15038976e-07,1.36296960066708e-07,6.20544000001458e-08,303,0,2.02711705606685e-06
Total,6.4e-08,1.3e-07,1.94e-07,2.490368e-07,9.6468992e-07,6.15038976e-07,1.36296960066708e-07,6.20544000001458e-08,303,0,2.02711705606685e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_0.25_node_1, 32.9896907216495,67.0103092783505,100,59.8745255666169,30.3405752597898,9.78489917359327,100,1,1,1,2.02711705606685e-06
lstm_langmod_16_1_rram_mem_0.25_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
embed1_part_1_i, 6.4e-08,1.3e-07,1.94e-07,2.490368e-07,9.6468992e-07,6.15038976e-07,1.36296960066708e-07,6.20544000001458e-08,303,0,2.02711705606685e-06
Total,6.4e-08,1.3e-07,1.94e-07,2.490368e-07,9.6468992e-07,6.15038976e-07,1.36296960066708e-07,6.20544000001458e-08,303,0,2.02711705606685e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_0.25_node_1, 32.9896907216495,67.0103092783505,100,59.8745255666169,30.3405752597898,9.78489917359327,100,1,1,1,2.02711705606685e-06
