vgg_net_16_1_rram_mem_0.5_node_5
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv06_part_3_o, 0.00015876,2.8736e-05,0.000187496,0.000617766912,0.0023930339328,0.000594419318784,3.11315891645196e-05,5.05706496000973e-05,246927,0,0.00368692240234862
conv07_part_1_o, 0.00024696,7.951e-05,0.00032647,0.000960970752,0.0037224972288,0.00103500914688,3.98894925635864e-05,6.43954688001827e-05,314431,0,0.00582276208904377
Total,0.00040572,0.000108246,0.000513966,0.001578737664,0.0061155311616,0.001629428465664,7.1021081728106e-05,0.00011496611840028,561358,0,0.00950968449139239
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.5_node_5, 78.9390737908733,21.0609262091267,100,80.9098223244357,17.134411421734,1.9557662538303,100,1,1,1,0.00950968449139239
vgg_net_16_1_rram_mem_0.5_node_5
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv06_part_3_o, 0.00015876,2.8736e-05,0.000187496,0.000617766912,0.0023930339328,0.000594419318784,3.11315891645196e-05,5.05706496000973e-05,246927,0,0.00368692240234862
conv07_part_1_o, 0.00024696,7.951e-05,0.00032647,0.000960970752,0.0037224972288,0.00103500914688,3.98894925635864e-05,6.43954688001827e-05,314431,0,0.00582276208904377
Total,0.00040572,0.000108246,0.000513966,0.001578737664,0.0061155311616,0.001629428465664,7.1021081728106e-05,0.00011496611840028,561358,0,0.00950968449139239
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.5_node_5, 78.9390737908733,21.0609262091267,100,80.9098223244357,17.134411421734,1.9557662538303,100,1,1,1,0.00950968449139239
