resnet50_16_1_rram_mem_1_node_5
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv4_1_c_part_2_o, 1.9456e-05,2.734e-06,2.219e-05,7.57071872e-05,0.00029326573568,7.034904576e-05,2.01834726451316e-05,3.28923136000112e-05,160607,0,0.000492397754885143
conv4_2_a, 3.2768e-05,4.508e-06,3.7276e-05,0.0001275068416,0.00049392123904,0.000118176251904,3.37961190486028e-05,5.68981504000188e-05,277823,0,0.000830298601992622
conv4_2_b_part_1_o, 1.728e-05,6.004e-06,2.3284e-05,6.7239936e-05,0.0002604662784,7.3817358336e-05,1.691359488603e-05,2.70161920000132e-05,131915,0,0.000445453359622043
Total,6.9504e-05,1.3246e-05,8.275e-05,0.0002704539648,0.00104765325312,0.000262342656,7.08931865797644e-05,0.000116806656000043,570345,0,0.00176814971649981
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_1_node_5, 83.992749244713,16.007250755287,100,74.5472629167001,14.837129093306,10.6156079899939,100,1,1,1,0.00176814971649981
resnet50_16_1_rram_mem_1_node_5
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv4_1_c_part_2_o, 1.9456e-05,2.734e-06,2.219e-05,7.57071872e-05,0.00029326573568,7.034904576e-05,2.01834726451316e-05,3.28923136000112e-05,160607,0,0.000492397754885143
conv4_2_a, 3.2768e-05,4.508e-06,3.7276e-05,0.0001275068416,0.00049392123904,0.000118176251904,3.37961190486028e-05,5.68981504000188e-05,277823,0,0.000830298601992622
conv4_2_b_part_1_o, 1.728e-05,6.004e-06,2.3284e-05,6.7239936e-05,0.0002604662784,7.3817358336e-05,1.691359488603e-05,2.70161920000132e-05,131915,0,0.000445453359622043
Total,6.9504e-05,1.3246e-05,8.275e-05,0.0002704539648,0.00104765325312,0.000262342656,7.08931865797644e-05,0.000116806656000043,570345,0,0.00176814971649981
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_1_node_5, 83.992749244713,16.007250755287,100,74.5472629167001,14.837129093306,10.6156079899939,100,1,1,1,0.00176814971649981
