lstm_langmod_16_1_rram_mem_0.25_node_6201_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_2, 1.125e-07,1.5975e-07,2.7225e-07,4.3776e-07,1.695744e-06,8.63115264e-07,3.25061120088944e-07,1.98041600000194e-07,967,0,3.51972198408914e-06
Total,1.125e-07,1.5975e-07,2.7225e-07,4.3776e-07,1.695744e-06,8.63115264e-07,3.25061120088944e-07,1.98041600000194e-07,967,0,3.51972198408914e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_0.25_node_6201_dummy, 41.3223140495868,58.6776859504132,100,60.6156966273041,24.5222568118079,14.862046560888,100,1,1,1,3.51972198408914e-06
lstm_langmod_16_1_rram_mem_0.25_node_6201_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_2, 1.125e-07,1.5975e-07,2.7225e-07,4.3776e-07,1.695744e-06,8.63115264e-07,3.25061120088944e-07,1.98041600000194e-07,967,0,3.51972198408914e-06
Total,1.125e-07,1.5975e-07,2.7225e-07,4.3776e-07,1.695744e-06,8.63115264e-07,3.25061120088944e-07,1.98041600000194e-07,967,0,3.51972198408914e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_0.25_node_6201_dummy, 41.3223140495868,58.6776859504132,100,60.6156966273041,24.5222568118079,14.862046560888,100,1,1,1,3.51972198408914e-06
