resnet50_16_1_rram_mem_1_node_3
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv3_4_a_part_2_i, 7.84e-07,4.18e-07,1.202e-06,3.0507008e-06,1.181745152e-05,3.810705408e-06,1.90335232033354e-06,1.75616000000073e-06,8575,0,2.23383700483343e-05
conv3_4_b, 5.733e-05,1.1465e-05,6.8795e-05,0.000223082496,0.0008641511424,0.00021810106368,2.25749632165246e-05,3.60839168000361e-05,176191,0,0.00136399358209656
conv3_4_c, 2.5088e-05,3.726e-06,2.8814e-05,9.76224256e-05,0.00037815844864,9.1349139456e-05,1.46799232066996e-05,1.98440960000146e-05,96895,0,0.000601654032902714
conv4_1_a, 1.6384e-05,5.756e-06,2.214e-05,6.37534208e-05,0.00024696061952,7.019053056e-05,2.04985369657435e-05,3.22566144000126e-05,157503,0,0.000433659722245756
conv4_1_b_part_1_o, 2.304e-05,7.256e-06,3.0296e-05,8.9653248e-05,0.0003472883712,9.6047529984e-05,2.50403046477315e-05,4.07738368000169e-05,199091,0,0.000598803290631748
Total,0.000122626,2.8621e-05,0.000151247,0.0004771622912,0.00184837603328,0.000479498969088,8.46970803570327e-05,0.000130714624000081,638255,0,0.00302044899792511
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_1_node_3, 81.0766494542041,18.923350545796,100,76.9931333413516,15.8750890817024,7.13177757694601,100,1,1,1,0.00302044899792511
resnet50_16_1_rram_mem_1_node_3
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv3_4_a_part_2_i, 7.84e-07,4.18e-07,1.202e-06,3.0507008e-06,1.181745152e-05,3.810705408e-06,1.90335232033354e-06,1.75616000000073e-06,8575,0,2.23383700483343e-05
conv3_4_b, 5.733e-05,1.1465e-05,6.8795e-05,0.000223082496,0.0008641511424,0.00021810106368,2.25749632165246e-05,3.60839168000361e-05,176191,0,0.00136399358209656
conv3_4_c, 2.5088e-05,3.726e-06,2.8814e-05,9.76224256e-05,0.00037815844864,9.1349139456e-05,1.46799232066996e-05,1.98440960000146e-05,96895,0,0.000601654032902714
conv4_1_a, 1.6384e-05,5.756e-06,2.214e-05,6.37534208e-05,0.00024696061952,7.019053056e-05,2.04985369657435e-05,3.22566144000126e-05,157503,0,0.000433659722245756
conv4_1_b_part_1_o, 2.304e-05,7.256e-06,3.0296e-05,8.9653248e-05,0.0003472883712,9.6047529984e-05,2.50403046477315e-05,4.07738368000169e-05,199091,0,0.000598803290631748
Total,0.000122626,2.8621e-05,0.000151247,0.0004771622912,0.00184837603328,0.000479498969088,8.46970803570327e-05,0.000130714624000081,638255,0,0.00302044899792511
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_1_node_3, 81.0766494542041,18.923350545796,100,76.9931333413516,15.8750890817024,7.13177757694601,100,1,1,1,0.00302044899792511
