lstm_langmod_1_16_1_rram_mem_32_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_2_part_1_o, 3.2768e-05,0.000249602,0.00028237,0.0001275068416,0.00049392123904,0.00089519874048,0.000452866808429527,0.000717198745600239,3498527,1824,0.00268669237514977
output_part_1_i, 3.648e-06,2.02e-06,5.668e-06,1.41950976e-05,5.498732544e-05,1.7969283072e-05,1.50665856015829e-05,2.54277632000035e-05,124159,0,0.000127646054913586
Total,3.6416e-05,0.000251622,0.000288038,0.0001417019392,0.00054890856448,0.000913168023552,0.00046793339403111,0.000742626508800243,3622686,1824,0.00281433843006335
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_32_node_1, 12.6427763003493,87.3572236996507,100,24.538999869481,32.4469869649417,43.0140131655773,100,1,1,1,0.00281433843006335
lstm_langmod_1_16_1_rram_mem_32_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_2_part_1_o, 3.2768e-05,0.000249602,0.00028237,0.0001275068416,0.00049392123904,0.00089519874048,0.000452866808429527,0.000717198745600239,3498527,1824,0.00268669237514977
output_part_1_i, 3.648e-06,2.02e-06,5.668e-06,1.41950976e-05,5.498732544e-05,1.7969283072e-05,1.50665856015829e-05,2.54277632000035e-05,124159,0,0.000127646054913586
Total,3.6416e-05,0.000251622,0.000288038,0.0001417019392,0.00054890856448,0.000913168023552,0.00046793339403111,0.000742626508800243,3622686,1824,0.00281433843006335
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_32_node_1, 12.6427763003493,87.3572236996507,100,24.538999869481,32.4469869649417,43.0140131655773,100,1,1,1,0.00281433843006335
