alex_net_16_1_rram_mem_1_node_6
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv4_part_4_o, 3.1185e-05,7.7755e-06,3.89605e-05,0.000121347072,0.0004700602368,0.000123516628992,3.41229696096224e-05,5.5840768000021e-05,272660,0,0.000804887675401643
conv5_part_1_i, 3.456e-05,6.523e-06,4.1083e-05,0.000134479872,0.0005209325568,0.000130245599232,3.51083699298015e-05,5.81703680000214e-05,284035,0,0.000878936765961823
Total,6.5745e-05,1.42985e-05,8.00435e-05,0.000255826944,0.0009909927936,0.000253762228224,6.92313395394239e-05,0.000114011136000042,556695,0,0.00168382444136347
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
alex_net_16_1_rram_mem_1_node_6, 82.1365882301499,17.8634117698501,100,74.0468962779989,15.0705870511369,10.8825166708643,100,1,1,1,0.00168382444136347
alex_net_16_1_rram_mem_1_node_6
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv4_part_4_o, 3.1185e-05,7.7755e-06,3.89605e-05,0.000121347072,0.0004700602368,0.000123516628992,3.41229696096224e-05,5.5840768000021e-05,272660,0,0.000804887675401643
conv5_part_1_i, 3.456e-05,6.523e-06,4.1083e-05,0.000134479872,0.0005209325568,0.000130245599232,3.51083699298015e-05,5.81703680000214e-05,284035,0,0.000878936765961823
Total,6.5745e-05,1.42985e-05,8.00435e-05,0.000255826944,0.0009909927936,0.000253762228224,6.92313395394239e-05,0.000114011136000042,556695,0,0.00168382444136347
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
alex_net_16_1_rram_mem_1_node_6, 82.1365882301499,17.8634117698501,100,74.0468962779989,15.0705870511369,10.8825166708643,100,1,1,1,0.00168382444136347
