lstm_langmod_16_1_rram_mem_1_node_1697
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_1_part_148_o, 3.2768e-05,1.132e-06,3.39e-05,0.0001275068416,0.00049392123904,0.0001074733056,8.04052992721267e-06,1.36347648000158e-05,66576,0,0.000750576680967228
proj_1_part_148_i, 2.56e-07,2.2e-07,4.76e-07,9.961472e-07,3.85875968e-06,1.509064704e-06,6.28185600143298e-07,4.58547200000313e-07,2239,0,7.45070438414361e-06
Total,3.3024e-05,1.352e-06,3.4376e-05,0.0001285029888,0.00049777999872,0.000108982370304,8.66871552735597e-06,1.40933120000161e-05,68815,0,0.000758027385351372
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_1_node_1697, 96.0670235047708,3.93297649522923,100,82.6201004901289,14.3771019899872,3.00279751988394,100,1,1,1,0.000758027385351372
lstm_langmod_16_1_rram_mem_1_node_1697
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_1_part_148_o, 3.2768e-05,1.132e-06,3.39e-05,0.0001275068416,0.00049392123904,0.0001074733056,8.04052992721267e-06,1.36347648000158e-05,66576,0,0.000750576680967228
proj_1_part_148_i, 2.56e-07,2.2e-07,4.76e-07,9.961472e-07,3.85875968e-06,1.509064704e-06,6.28185600143298e-07,4.58547200000313e-07,2239,0,7.45070438414361e-06
Total,3.3024e-05,1.352e-06,3.4376e-05,0.0001285029888,0.00049777999872,0.000108982370304,8.66871552735597e-06,1.40933120000161e-05,68815,0,0.000758027385351372
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_1_node_1697, 96.0670235047708,3.93297649522923,100,82.6201004901289,14.3771019899872,3.00279751988394,100,1,1,1,0.000758027385351372
