vgg_net_16_1_rram_mem_0.5_node_12
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv08_part_6_o, 1.764e-05,8.028e-06,2.5668e-05,6.8640768e-05,0.0002658926592,8.1375363072e-05,1.24269593669376e-05,1.88413952000152e-05,91999,0,0.000447177144838953
conv09_part_1_o, 8.1619453125e-05,6.29792734375e-05,0.0001445987265625,0.000317597616,0.0012302728704,0.000458421921216,3.93316173227378e-05,6.22753792000934e-05,304079,0,0.00210789940413883
Total,9.9259453125e-05,7.10072734375e-05,0.0001702667265625,0.000386238384,0.0014961655296,0.000539797284288,5.17585766896754e-05,8.11167744001086e-05,396078,0,0.00255507654897778
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.5_node_12, 58.2964476553584,41.7035523446416,100,73.673092665388,21.1264623169102,5.20044501770187,100,1,1,1,0.00255507654897778
vgg_net_16_1_rram_mem_0.5_node_12
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv08_part_6_o, 1.764e-05,8.028e-06,2.5668e-05,6.8640768e-05,0.0002658926592,8.1375363072e-05,1.24269593669376e-05,1.88413952000152e-05,91999,0,0.000447177144838953
conv09_part_1_o, 8.1619453125e-05,6.29792734375e-05,0.0001445987265625,0.000317597616,0.0012302728704,0.000458421921216,3.93316173227378e-05,6.22753792000934e-05,304079,0,0.00210789940413883
Total,9.9259453125e-05,7.10072734375e-05,0.0001702667265625,0.000386238384,0.0014961655296,0.000539797284288,5.17585766896754e-05,8.11167744001086e-05,396078,0,0.00255507654897778
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.5_node_12, 58.2964476553584,41.7035523446416,100,73.673092665388,21.1264623169102,5.20044501770187,100,1,1,1,0.00255507654897778
