resnet50_16_1_rram_mem_1_node_13
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv4_5_b_part_2_o, 2.304e-05,6.926e-06,2.9966e-05,8.9653248e-05,0.0003472883712,9.5001329664e-05,2.25174963275956e-05,3.65041664000166e-05,178243,0,0.000590964611591612
conv4_5_c, 3.2768e-05,4.7e-06,3.7468e-05,0.0001275068416,0.00049392123904,0.000118784950272,3.49210444886819e-05,5.6898150400019e-05,277823,0,0.000832032225800701
conv4_6_a_part_1_i, 1.3312e-05,2.051e-06,1.5363e-05,5.17996544e-05,0.00020065550336,4.8705380352e-05,1.42297318435853e-05,2.32765440000078e-05,113655,0,0.000338666813955593
Total,6.912e-05,1.3677e-05,8.2797e-05,0.000268959744,0.0010418651136,0.000262491660288,7.16682726598628e-05,0.000116678860800043,569721,0,0.00176166365134791
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_1_node_13, 83.4812855538244,16.5187144461756,100,74.4083501181991,14.900214356308,10.6914355254929,100,1,1,1,0.00176166365134791
resnet50_16_1_rram_mem_1_node_13
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv4_5_b_part_2_o, 2.304e-05,6.926e-06,2.9966e-05,8.9653248e-05,0.0003472883712,9.5001329664e-05,2.25174963275956e-05,3.65041664000166e-05,178243,0,0.000590964611591612
conv4_5_c, 3.2768e-05,4.7e-06,3.7468e-05,0.0001275068416,0.00049392123904,0.000118784950272,3.49210444886819e-05,5.6898150400019e-05,277823,0,0.000832032225800701
conv4_6_a_part_1_i, 1.3312e-05,2.051e-06,1.5363e-05,5.17996544e-05,0.00020065550336,4.8705380352e-05,1.42297318435853e-05,2.32765440000078e-05,113655,0,0.000338666813955593
Total,6.912e-05,1.3677e-05,8.2797e-05,0.000268959744,0.0010418651136,0.000262491660288,7.16682726598628e-05,0.000116678860800043,569721,0,0.00176166365134791
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_1_node_13, 83.4812855538244,16.5187144461756,100,74.4083501181991,14.900214356308,10.6914355254929,100,1,1,1,0.00176166365134791
