Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,conv1,1,309174,580800,69696
node_1,conv2_part_1_o,2,184512,295974,974400
node_2,conv2_part_2_o,1,184512,77274,254400
node_2,conv3_part_1_o,2,115200,58136,792576
node_3,conv3_part_2_o,1,115200,71656,976896
node_3,conv4_part_1_o,2,172800,3380,69120
node_4,conv4_part_2_o,1,172800,51038,1043712
node_5,conv4_part_3_o,1,172800,51038,1043712
node_6,conv4_part_4_o,1,172800,24336,497664
node_6,conv5_part_1_i,2,53550,86528,548352
node_7,conv5_part_2_i,1,102150,86528,1046016
node_8,conv5_part_3_i,1,17100,86528,175104
node_8,fc1_part_1_o,2,18432,94,866304
node_9,fc1_part_2_o,1,18432,112,1032192
node_10,fc1_part_3_o,1,18432,112,1032192
node_11,fc1_part_4_o,1,18432,112,1032192
node_12,fc1_part_5_o,1,18432,112,1032192
node_13,fc1_part_6_o,1,18432,112,1032192
node_14,fc1_part_7_o,1,18432,112,1032192
node_15,fc1_part_8_o,1,18432,112,1032192
node_16,fc1_part_9_o,1,18432,112,1032192
node_17,fc1_part_10_o,1,18432,112,1032192
node_18,fc1_part_11_o,1,18432,112,1032192
node_19,fc1_part_12_o,1,18432,112,1032192
node_20,fc1_part_13_o,1,18432,112,1032192
node_21,fc1_part_14_o,1,18432,112,1032192
node_22,fc1_part_15_o,1,18432,112,1032192
node_23,fc1_part_16_o,1,18432,112,1032192
node_24,fc1_part_17_o,1,18432,112,1032192
node_25,fc1_part_18_o,1,18432,112,1032192
node_26,fc1_part_19_o,1,18432,112,1032192
node_27,fc1_part_20_o,1,18432,112,1032192
node_28,fc1_part_21_o,1,18432,112,1032192
node_29,fc1_part_22_o,1,18432,112,1032192
node_30,fc1_part_23_o,1,18432,112,1032192
node_31,fc1_part_24_o,1,18432,112,1032192
node_32,fc1_part_25_o,1,18432,112,1032192
node_33,fc1_part_26_o,1,18432,112,1032192
node_34,fc1_part_27_o,1,18432,112,1032192
node_35,fc1_part_28_o,1,18432,112,1032192
node_36,fc1_part_29_o,1,18432,112,1032192
node_37,fc1_part_30_o,1,18432,112,1032192
node_38,fc1_part_31_o,1,18432,112,1032192
node_39,fc1_part_32_o,1,18432,112,1032192
node_40,fc1_part_33_o,1,18432,112,1032192
node_41,fc1_part_34_o,1,18432,112,1032192
node_42,fc1_part_35_o,1,18432,112,1032192
node_43,fc1_part_36_o,1,18432,112,1032192
node_44,fc1_part_37_o,1,18432,112,1032192
node_45,fc1_part_38_o,1,18432,112,1032192
node_46,fc1_part_39_o,1,18432,112,1032192
node_47,fc1_part_40_o,1,18432,112,1032192
node_48,fc1_part_41_o,1,18432,112,1032192
node_49,fc1_part_42_o,1,18432,112,1032192
node_50,fc1_part_43_o,1,18432,112,1032192
node_51,fc1_part_44_o,1,18432,112,1032192
node_52,fc1_part_45_o,1,18432,112,1032192
node_53,fc1_part_46_o,1,18432,112,1032192
node_54,fc1_part_47_o,1,18432,112,1032192
node_55,fc1_part_48_o,1,18432,112,1032192
node_56,fc1_part_49_o,1,18432,112,1032192
node_57,fc1_part_50_o,1,18432,112,1032192
node_58,fc1_part_51_o,1,18432,112,1032192
node_59,fc1_part_52_o,1,18432,112,1032192
node_60,fc1_part_53_o,1,18432,112,1032192
node_61,fc1_part_54_o,1,18432,112,1032192
node_62,fc1_part_55_o,1,18432,112,1032192
node_63,fc1_part_56_o,1,18432,112,1032192
node_64,fc1_part_57_o,1,18432,112,1032192
node_65,fc1_part_58_o,1,18432,112,1032192
node_66,fc1_part_59_o,1,18432,112,1032192
node_67,fc1_part_60_o,1,18432,112,1032192
node_68,fc1_part_61_o,1,18432,112,1032192
node_69,fc1_part_62_o,1,18432,112,1032192
node_70,fc1_part_63_o,1,18432,112,1032192
node_71,fc1_part_64_o,1,18432,112,1032192
node_72,fc1_part_65_o,1,18432,112,1032192
node_73,fc1_part_66_o,1,18432,112,1032192
node_74,fc1_part_67_o,1,18432,112,1032192
node_75,fc1_part_68_o,1,18432,112,1032192
node_76,fc1_part_69_o,1,18432,112,1032192
node_77,fc1_part_70_o,1,18432,112,1032192
node_78,fc1_part_71_o,1,18432,112,1032192
node_79,fc1_part_72_o,1,18432,112,1032192
node_80,fc1_part_73_o,1,18432,112,1032192
node_81,fc1_part_74_o,1,18432,34,313344
node_81,fc2_part_1_o,2,8192,178,729088
node_82,fc2_part_2_o,1,8192,256,1048576
node_83,fc2_part_3_o,1,8192,256,1048576
node_84,fc2_part_4_o,1,8192,256,1048576
node_85,fc2_part_5_o,1,8192,256,1048576
node_86,fc2_part_6_o,1,8192,256,1048576
node_87,fc2_part_7_o,1,8192,256,1048576
node_88,fc2_part_8_o,1,8192,256,1048576
node_89,fc2_part_9_o,1,8192,256,1048576
node_90,fc2_part_10_o,1,8192,256,1048576
