Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,act_2_part_1_o,1,16384,1792,917504
node_1,output_part_1_i,2,448,8192,114688
node_2,act_2_part_2_o,1,16384,1792,917504
node_2,output_part_2_i,2,448,8192,114688
node_3,act_2_part_3_o,1,16384,1792,917504
node_3,output_part_3_i,2,448,8192,114688
node_4,act_2_part_4_o,1,16384,1792,917504
node_4,output_part_4_i,2,448,8192,114688
node_5,act_2_part_5_o,1,16384,1792,917504
node_5,output_part_5_i,2,448,8192,114688
node_6,act_2_part_6_o,1,16384,1792,917504
node_6,output_part_6_i,2,448,8192,114688
node_7,act_2_part_7_o,1,16384,1792,917504
node_7,output_part_7_i,2,448,8192,114688
node_8,act_2_part_8_o,1,16384,1792,917504
node_8,output_part_8_i,2,448,8192,114688
node_9,act_2_part_9_o,1,16384,1792,917504
node_9,output_part_9_i,2,448,8192,114688
node_10,act_2_part_10_o,1,16384,1792,917504
node_10,output_part_10_i,2,448,8192,114688
node_11,act_2_part_11_o,1,16384,1792,917504
node_11,output_part_11_i,2,448,8192,114688
node_12,act_2_part_12_o,1,16384,1792,917504
node_12,output_part_12_i,2,448,8192,114688
node_13,act_2_part_13_o,1,16384,1792,917504
node_13,output_part_13_i,2,448,8192,114688
node_14,act_2_part_14_o,1,16384,1792,917504
node_14,output_part_14_i,2,448,8192,114688
node_15,act_2_part_15_o,1,16384,1792,917504
node_15,output_part_15_i,2,448,8192,114688
node_16,act_2_part_16_o,1,16384,1792,917504
node_16,output_part_16_i,2,448,8192,114688
node_17,act_2_part_17_o,1,16384,1792,917504
node_17,output_part_17_i,2,448,8192,114688
node_18,act_2_part_18_o,1,16384,1792,917504
node_18,output_part_18_i,2,448,8192,114688
node_19,act_2_part_19_o,1,16384,1792,917504
node_19,output_part_19_i,2,448,8192,114688
node_20,act_2_part_20_o,1,16384,1792,917504
node_20,output_part_20_i,2,448,8192,114688
node_21,act_2_part_21_o,1,16384,1792,917504
node_21,output_part_21_i,2,448,8192,114688
node_22,act_2_part_22_o,1,16384,1792,917504
node_22,output_part_22_i,2,448,8192,114688
node_23,act_2_part_23_o,1,16384,1792,917504
node_23,output_part_23_i,2,448,8192,114688
node_24,act_2_part_24_o,1,16384,1792,917504
node_24,output_part_24_i,2,448,8192,114688
node_25,act_2_part_25_o,1,16384,1792,917504
node_25,output_part_25_i,2,448,8192,114688
node_26,act_2_part_26_o,1,16384,1792,917504
node_26,output_part_26_i,2,448,8192,114688
node_27,act_2_part_27_o,1,16384,1792,917504
node_27,output_part_27_i,2,448,8192,114688
node_28,act_2_part_28_o,1,16384,1792,917504
node_28,output_part_28_i,2,448,8192,114688
node_29,act_2_part_29_o,1,16384,1792,917504
node_29,output_part_29_i,2,448,8192,114688
node_30,act_2_part_30_o,1,16384,1792,917504
node_30,output_part_30_i,2,448,8192,114688
node_31,act_2_part_31_o,1,16384,1792,917504
node_31,output_part_31_i,2,448,8192,114688
node_32,act_2_part_32_o,1,16384,1792,917504
node_32,output_part_32_i,2,448,8192,114688
node_33,act_2_part_33_o,1,16384,1792,917504
node_33,output_part_33_i,2,448,8192,114688
node_34,act_2_part_34_o,1,16384,1792,917504
node_34,output_part_34_i,2,448,8192,114688
node_35,act_2_part_35_o,1,16384,1792,917504
node_35,output_part_35_i,2,448,8192,114688
node_36,act_2_part_36_o,1,16384,1792,917504
node_36,output_part_36_i,2,448,8192,114688
node_37,act_2_part_37_o,1,16384,1792,917504
node_37,output_part_37_i,2,448,8192,114688
node_38,act_2_part_38_o,1,16384,1792,917504
node_38,output_part_38_i,2,448,8192,114688
node_39,act_2_part_39_o,1,16384,1792,917504
node_39,output_part_39_i,2,448,8192,114688
node_40,act_2_part_40_o,1,16384,1792,917504
node_40,output_part_40_i,2,448,8192,114688
node_41,act_2_part_41_o,1,16384,1792,917504
node_41,output_part_41_i,2,448,8192,114688
node_42,act_2_part_42_o,1,16384,1792,917504
node_42,output_part_42_i,2,448,8192,114688
node_43,act_2_part_43_o,1,16384,1792,917504
node_43,output_part_43_i,2,448,8192,114688
node_44,act_2_part_44_o,1,16384,1792,917504
node_44,output_part_44_i,2,448,8192,114688
node_45,act_2_part_45_o,1,16384,1792,917504
node_45,output_part_45_i,2,448,8192,114688
node_46,act_2_part_46_o,1,16384,1792,917504
node_46,output_part_46_i,2,448,8192,114688
node_47,act_2_part_47_o,1,16384,1792,917504
node_47,output_part_47_i,2,448,8192,114688
node_48,act_2_part_48_o,1,16384,1792,917504
node_48,output_part_48_i,2,448,8192,114688
node_49,act_2_part_49_o,1,16384,1792,917504
node_49,output_part_49_i,2,448,8192,114688
node_50,act_2_part_50_o,1,16384,1792,917504
node_50,output_part_50_i,2,448,8192,114688
node_51,act_2_part_51_o,1,16384,1792,917504
node_51,output_part_51_i,2,448,8192,114688
node_52,act_2_part_52_o,1,16384,1792,917504
node_52,output_part_52_i,2,448,8192,114688
node_53,act_2_part_53_o,1,16384,1792,917504
node_53,output_part_53_i,2,448,8192,114688
node_54,act_2_part_54_o,1,16384,1792,917504
node_54,output_part_54_i,2,448,8192,114688
node_55,act_2_part_55_o,1,16384,1792,917504
node_55,output_part_55_i,2,448,8192,114688
node_56,act_2_part_56_o,1,16384,1792,917504
node_56,output_part_56_i,2,448,8192,114688
node_57,act_2_part_57_o,1,16384,1792,917504
node_57,output_part_57_i,2,448,8192,114688
node_58,act_2_part_58_o,1,16384,1792,917504
node_58,output_part_58_i,2,448,8192,114688
node_59,act_2_part_59_o,1,16384,1792,917504
node_59,output_part_59_i,2,448,8192,114688
node_60,act_2_part_60_o,1,16384,1792,917504
node_60,output_part_60_i,2,448,8192,114688
node_61,act_2_part_61_o,1,16384,1792,917504
node_61,output_part_61_i,2,448,8192,114688
node_62,act_2_part_62_o,1,16384,1792,917504
node_62,output_part_62_i,2,448,8192,114688
node_63,act_2_part_63_o,1,16384,1792,917504
node_63,output_part_63_i,2,448,8192,114688
node_64,act_2_part_64_o,1,16384,1792,917504
node_64,output_part_64_i,2,448,8192,114688
node_65,act_2_part_65_o,1,16384,1792,917504
node_65,output_part_65_i,2,448,8192,114688
node_66,act_2_part_66_o,1,16384,1792,917504
node_66,output_part_66_i,2,448,8192,114688
node_67,act_2_part_67_o,1,16384,1792,917504
node_67,output_part_67_i,2,448,8192,114688
node_68,act_2_part_68_o,1,16384,1792,917504
node_68,output_part_68_i,2,448,8192,114688
node_69,act_2_part_69_o,1,16384,1792,917504
node_69,output_part_69_i,2,448,8192,114688
node_70,act_2_part_70_o,1,16384,1792,917504
node_70,output_part_70_i,2,448,8192,114688
node_71,act_2_part_71_o,1,16384,1792,917504
node_71,output_part_71_i,2,448,8192,114688
node_72,act_2_part_72_o,1,16384,1792,917504
node_72,output_part_72_i,2,448,8192,114688
node_73,act_2_part_73_o,1,16384,1792,917504
node_73,output_part_73_i,2,448,8192,114688
node_74,act_2_part_74_o,1,16384,1792,917504
