Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,conv1,1,309174,580800,69696
node_1,conv2,2,184512,373248,1228800
node_1,conv3_part_1_o,3,115200,58474,797184
node_2,conv3_part_2_o,1,115200,71318,972288
node_2,conv4_part_1_o,2,172800,54756,1119744
node_3,conv4_part_2_o,1,172800,75036,1534464
node_3,conv5_part_1_i,2,54900,86528,562176
node_4,conv5_part_2_i,1,117900,86528,1207296
node_4,fc1_part_1_o,2,18432,96,884736
node_5,fc1_part_2_o,1,18432,226,2082816
node_6,fc1_part_3_o,1,18432,226,2082816
node_7,fc1_part_4_o,1,18432,226,2082816
node_8,fc1_part_5_o,1,18432,226,2082816
node_9,fc1_part_6_o,1,18432,226,2082816
node_10,fc1_part_7_o,1,18432,226,2082816
node_11,fc1_part_8_o,1,18432,226,2082816
node_12,fc1_part_9_o,1,18432,226,2082816
node_13,fc1_part_10_o,1,18432,226,2082816
node_14,fc1_part_11_o,1,18432,226,2082816
node_15,fc1_part_12_o,1,18432,226,2082816
node_16,fc1_part_13_o,1,18432,226,2082816
node_17,fc1_part_14_o,1,18432,226,2082816
node_18,fc1_part_15_o,1,18432,226,2082816
node_19,fc1_part_16_o,1,18432,226,2082816
node_20,fc1_part_17_o,1,18432,226,2082816
node_21,fc1_part_18_o,1,18432,226,2082816
node_22,fc1_part_19_o,1,18432,226,2082816
node_23,fc1_part_20_o,1,18432,226,2082816
node_24,fc1_part_21_o,1,18432,226,2082816
node_25,fc1_part_22_o,1,18432,226,2082816
node_26,fc1_part_23_o,1,18432,226,2082816
node_27,fc1_part_24_o,1,18432,226,2082816
node_28,fc1_part_25_o,1,18432,226,2082816
node_29,fc1_part_26_o,1,18432,226,2082816
node_30,fc1_part_27_o,1,18432,226,2082816
node_31,fc1_part_28_o,1,18432,226,2082816
node_32,fc1_part_29_o,1,18432,226,2082816
node_33,fc1_part_30_o,1,18432,226,2082816
node_34,fc1_part_31_o,1,18432,226,2082816
node_35,fc1_part_32_o,1,18432,226,2082816
node_36,fc1_part_33_o,1,18432,226,2082816
node_37,fc1_part_34_o,1,18432,226,2082816
node_38,fc1_part_35_o,1,18432,226,2082816
node_39,fc1_part_36_o,1,18432,226,2082816
node_40,fc1_part_37_o,1,18432,186,1714176
node_40,fc2_part_1_o,2,8192,92,376832
node_41,fc2_part_2_o,1,8192,512,2097152
node_42,fc2_part_3_o,1,8192,512,2097152
node_43,fc2_part_4_o,1,8192,512,2097152
node_44,fc2_part_5_o,1,8192,512,2097152
node_45,fc2_part_6_o,1,8192,512,2097152
node_46,fc2_part_7_o,1,8192,512,2097152
node_47,fc2_part_8_o,1,8192,512,2097152
node_48,fc2_part_9_o,1,8192,512,2097152
node_49,fc2_part_10_o,1,8192,512,2097152
node_50,fc2_part_11_o,1,8192,512,2097152
node_51,fc2_part_12_o,1,8192,512,2097152
node_52,fc2_part_13_o,1,8192,512,2097152
node_53,fc2_part_14_o,1,8192,512,2097152
node_54,fc2_part_15_o,1,8192,512,2097152
node_55,fc2_part_16_o,1,8192,512,2097152
node_56,fc2_part_17_o,1,8192,420,1720320
node_56,fc3_part_1_i,2,376,2000,376000
node_57,fc3_part_2_i,1,2096,2000,2096000
node_58,fc3_part_3_i,1,2096,2000,2096000
node_59,fc3_part_4_i,1,2096,2000,2096000
node_60,fc3_part_5_i,1,1528,2000,1528000
