Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,conv01,1,306456,6422528,3456
node_1,conv02,2,6537728,6422528,73728
node_1,conv03,3,1663488,3211264,147456
node_1,conv04,4,3326976,3211264,294912
node_1,conv05_part_1_o,5,861184,1436288,527616
node_2,conv05_part_2_o,1,861184,169344,62208
node_2,conv06_part_1_o,2,1722368,1342208,986112
node_3,conv06_part_2_o,1,1722368,263424,193536
node_3,conv07_part_1_o,2,1722368,1160320,852480
node_4,conv07_part_2_o,1,1722368,445312,327168
node_4,conv08_part_1_o,2,460800,244608,718848
node_5,conv08_part_2_o,1,460800,355936,1046016
node_6,conv08_part_3_o,1,460800,202272,594432
node_6,conv09_part_1_o,2,921600,76832,451584
node_7,conv09_part_2_o,1,921600,177184,1041408
node_8,conv09_part_3_o,1,921600,177184,1041408
node_9,conv09_part_4_o,1,921600,177184,1041408
node_10,conv09_part_5_o,1,921600,177184,1041408
node_11,conv09_part_6_o,1,921600,17248,101376
node_11,conv10_part_1_o,2,921600,159936,940032
node_12,conv10_part_2_o,1,921600,177184,1041408
node_13,conv10_part_3_o,1,921600,177184,1041408
node_14,conv10_part_4_o,1,921600,177184,1041408
node_15,conv10_part_5_o,1,921600,111328,654336
node_15,conv11_part_1_o,2,262144,16464,387072
node_16,conv11_part_2_o,1,262144,44296,1041408
node_17,conv11_part_3_o,1,262144,44296,1041408
node_18,conv11_part_4_o,1,262144,44296,1041408
node_19,conv11_part_5_o,1,262144,44296,1041408
node_20,conv11_part_6_o,1,262144,7056,165888
node_20,conv12_part_1_o,2,262144,37240,875520
node_21,conv12_part_2_o,1,262144,44296,1041408
node_22,conv12_part_3_o,1,262144,44296,1041408
node_23,conv12_part_4_o,1,262144,44296,1041408
node_24,conv12_part_5_o,1,262144,30576,718848
node_24,conv13_part_1_o,2,262144,13720,322560
node_25,conv13_part_2_o,1,262144,44296,1041408
node_26,conv13_part_3_o,1,262144,44296,1041408
node_27,conv13_part_4_o,1,262144,44296,1041408
node_28,conv13_part_5_o,1,262144,44296,1041408
node_29,conv13_part_6_o,1,262144,9800,230400
node_29,fc1_part_1_o,2,50176,32,802816
node_30,fc1_part_2_o,1,50176,40,1003520
node_31,fc1_part_3_o,1,50176,40,1003520
node_32,fc1_part_4_o,1,50176,40,1003520
node_33,fc1_part_5_o,1,50176,40,1003520
node_34,fc1_part_6_o,1,50176,40,1003520
node_35,fc1_part_7_o,1,50176,40,1003520
node_36,fc1_part_8_o,1,50176,40,1003520
