Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,act_2_part_1_o,1,16384,29120,14909440
node_1,output_part_1_i,2,7280,8192,1863680
node_2,act_2_part_2_o,1,16384,29120,14909440
node_2,output_part_2_i,2,7280,8192,1863680
node_3,act_2_part_3_o,1,16384,29120,14909440
node_3,output_part_3_i,2,7280,8192,1863680
node_4,act_2_part_4_o,1,16384,29120,14909440
node_4,output_part_4_i,2,7280,8192,1863680
node_5,act_2_part_5_o,1,16384,29120,14909440
node_5,output_part_5_i,2,7280,8192,1863680
node_6,act_2_part_6_o,1,16384,29120,14909440
node_6,output_part_6_i,2,7280,8192,1863680
node_7,act_2_part_7_o,1,16384,29120,14909440
node_7,output_part_7_i,2,7280,8192,1863680
node_8,act_2_part_8_o,1,16384,29120,14909440
node_8,output_part_8_i,2,7280,8192,1863680
node_9,act_2_part_9_o,1,16384,29120,14909440
node_9,output_part_9_i,2,7280,8192,1863680
node_10,act_2_part_10_o,1,16384,64,32768
node_10,output_part_10_i,2,16,8192,4096
node_1_dummy,conv_part_1,1,8,29120,7280
node_2_dummy,conv_part_2,1,8,29120,7280
node_3_dummy,conv_part_3,1,8,29120,7280
node_4_dummy,conv_part_4,1,8,29120,7280
node_5_dummy,conv_part_5,1,8,29120,7280
node_6_dummy,conv_part_6,1,8,29120,7280
node_7_dummy,conv_part_7,1,8,29120,7280
node_8_dummy,conv_part_8,1,8,29120,7280
node_9_dummy,conv_part_9,1,8,29120,7280
node_10_dummy,conv_part_10,1,8,64,16
