Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,conv1,1,309174,580800,69696
node_1,conv2,2,184512,373248,1228800
node_1,conv3,3,115200,129792,1769472
node_1,conv4,4,172800,129792,2654208
node_1,conv5,5,172800,86528,1769472
node_1,fc1_part_1_o,6,18432,96,884736
node_2,fc1_part_2_o,1,18432,910,8386560
node_3,fc1_part_3_o,1,18432,910,8386560
node_4,fc1_part_4_o,1,18432,910,8386560
node_5,fc1_part_5_o,1,18432,910,8386560
node_6,fc1_part_6_o,1,18432,910,8386560
node_7,fc1_part_7_o,1,18432,910,8386560
node_8,fc1_part_8_o,1,18432,910,8386560
node_9,fc1_part_9_o,1,18432,910,8386560
node_10,fc1_part_10_o,1,18432,816,7520256
node_10,fc2_part_1_o,2,8192,212,868352
node_11,fc2_part_2_o,1,8192,2048,8388608
node_12,fc2_part_3_o,1,8192,2048,8388608
node_13,fc2_part_4_o,1,8192,2048,8388608
node_14,fc2_part_5_o,1,8192,1836,7520256
node_14,fc3_part_1_i,2,868,2000,868000
node_15,fc3_part_2_i,1,7324,2000,7324000
