Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,conv1,1,309174,580800,69696
node_1,conv2_part_1_o,2,184512,58320,192000
node_2,conv2_part_2_o,1,184512,78732,259200
node_3,conv2_part_3_o,1,184512,78732,259200
node_4,conv2_part_4_o,1,184512,78732,259200
node_5,conv2_part_5_o,1,184512,78732,259200
node_6,conv3_part_1_o,1,115200,18928,258048
node_7,conv3_part_2_o,1,115200,18928,258048
node_8,conv3_part_3_o,1,115200,18928,258048
node_9,conv3_part_4_o,1,115200,18928,258048
node_10,conv3_part_5_o,1,115200,18928,258048
node_11,conv3_part_6_o,1,115200,18928,258048
node_12,conv3_part_7_o,1,115200,16224,221184
node_12,conv4_part_1_o,2,172800,1690,34560
node_13,conv4_part_2_o,1,172800,12506,255744
node_14,conv4_part_3_o,1,172800,12506,255744
node_15,conv4_part_4_o,1,172800,12506,255744
node_16,conv4_part_5_o,1,172800,12506,255744
node_17,conv4_part_6_o,1,172800,12506,255744
node_18,conv4_part_7_o,1,172800,12506,255744
node_19,conv4_part_8_o,1,172800,12506,255744
node_20,conv4_part_9_o,1,172800,12506,255744
node_21,conv4_part_10_o,1,172800,12506,255744
node_22,conv4_part_11_o,1,172800,12506,255744
node_23,conv4_part_12_o,1,172800,3042,62208
node_23,conv5_part_1_i,2,19350,86528,198144
node_24,conv5_part_2_i,1,25200,86528,258048
node_25,conv5_part_3_i,1,25200,86528,258048
node_26,conv5_part_4_i,1,25200,86528,258048
node_27,conv5_part_5_i,1,25200,86528,258048
node_28,conv5_part_6_i,1,25200,86528,258048
node_29,conv5_part_7_i,1,25200,86528,258048
node_30,conv5_part_8_i,1,2250,86528,23040
node_30,fc1_part_1_o,2,18432,24,221184
node_31,fc1_part_2_o,1,18432,28,258048
node_32,fc1_part_3_o,1,18432,28,258048
node_33,fc1_part_4_o,1,18432,28,258048
node_34,fc1_part_5_o,1,18432,28,258048
node_35,fc1_part_6_o,1,18432,28,258048
node_36,fc1_part_7_o,1,18432,28,258048
node_37,fc1_part_8_o,1,18432,28,258048
node_38,fc1_part_9_o,1,18432,28,258048
node_39,fc1_part_10_o,1,18432,28,258048
node_40,fc1_part_11_o,1,18432,28,258048
node_41,fc1_part_12_o,1,18432,28,258048
node_42,fc1_part_13_o,1,18432,28,258048
node_43,fc1_part_14_o,1,18432,28,258048
node_44,fc1_part_15_o,1,18432,28,258048
node_45,fc1_part_16_o,1,18432,28,258048
node_46,fc1_part_17_o,1,18432,28,258048
node_47,fc1_part_18_o,1,18432,28,258048
node_48,fc1_part_19_o,1,18432,28,258048
node_49,fc1_part_20_o,1,18432,28,258048
node_50,fc1_part_21_o,1,18432,28,258048
node_51,fc1_part_22_o,1,18432,28,258048
node_52,fc1_part_23_o,1,18432,28,258048
node_53,fc1_part_24_o,1,18432,28,258048
node_54,fc1_part_25_o,1,18432,28,258048
node_55,fc1_part_26_o,1,18432,28,258048
node_56,fc1_part_27_o,1,18432,28,258048
node_57,fc1_part_28_o,1,18432,28,258048
node_58,fc1_part_29_o,1,18432,28,258048
node_59,fc1_part_30_o,1,18432,28,258048
node_60,fc1_part_31_o,1,18432,28,258048
node_61,fc1_part_32_o,1,18432,28,258048
node_62,fc1_part_33_o,1,18432,28,258048
node_63,fc1_part_34_o,1,18432,28,258048
node_64,fc1_part_35_o,1,18432,28,258048
node_65,fc1_part_36_o,1,18432,28,258048
node_66,fc1_part_37_o,1,18432,28,258048
node_67,fc1_part_38_o,1,18432,28,258048
node_68,fc1_part_39_o,1,18432,28,258048
node_69,fc1_part_40_o,1,18432,28,258048
node_70,fc1_part_41_o,1,18432,28,258048
node_71,fc1_part_42_o,1,18432,28,258048
node_72,fc1_part_43_o,1,18432,28,258048
node_73,fc1_part_44_o,1,18432,28,258048
node_74,fc1_part_45_o,1,18432,28,258048
node_75,fc1_part_46_o,1,18432,28,258048
node_76,fc1_part_47_o,1,18432,28,258048
node_77,fc1_part_48_o,1,18432,28,258048
node_78,fc1_part_49_o,1,18432,28,258048
node_79,fc1_part_50_o,1,18432,28,258048
node_80,fc1_part_51_o,1,18432,28,258048
node_81,fc1_part_52_o,1,18432,28,258048
node_82,fc1_part_53_o,1,18432,28,258048
node_83,fc1_part_54_o,1,18432,28,258048
node_84,fc1_part_55_o,1,18432,28,258048
node_85,fc1_part_56_o,1,18432,28,258048
node_86,fc1_part_57_o,1,18432,28,258048
node_87,fc1_part_58_o,1,18432,28,258048
node_88,fc1_part_59_o,1,18432,28,258048
node_89,fc1_part_60_o,1,18432,28,258048
node_90,fc1_part_61_o,1,18432,28,258048
node_91,fc1_part_62_o,1,18432,28,258048
node_92,fc1_part_63_o,1,18432,28,258048
node_93,fc1_part_64_o,1,18432,28,258048
node_94,fc1_part_65_o,1,18432,28,258048
node_95,fc1_part_66_o,1,18432,28,258048
node_96,fc1_part_67_o,1,18432,28,258048
node_97,fc1_part_68_o,1,18432,28,258048
node_98,fc1_part_69_o,1,18432,28,258048
node_99,fc1_part_70_o,1,18432,28,258048
node_100,fc1_part_71_o,1,18432,28,258048
