Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,conv1,1,314646,1605632,18816
node_1,conv2_1_a,2,401408,401408,8192
node_1,conv2_1_b,3,430592,401408,73728
node_1,conv2_1_c,4,401408,1605632,32768
node_1,conv2_2_a,5,401408,401408,8192
node_1,conv2_2_b,6,430592,401408,73728
node_1,conv2_2_c,7,401408,1605632,32768
node_1,conv2_3_a,8,401408,401408,8192
node_1,conv2_3_b_part_1_o,9,430592,31360,5760
node_2,conv2_3_b_part_2_o,1,430592,370048,67968
node_2,conv2_3_c,2,401408,1605632,32768
node_2,conv3_1_a,3,1548800,200704,65536
node_2,conv3_1_b_part_1_o,4,230400,64288,94464
node_3,conv3_1_b_part_2_o,1,230400,136416,200448
node_3,conv3_1_c_part_1_o,2,200704,377888,61696
node_4,conv3_1_c_part_2_o,1,200704,424928,69376
node_4,conv3_2_a,2,802816,200704,131072
node_4,conv3_2_b_part_1_o,3,230400,40768,59904
node_5,conv3_2_b_part_2_o,1,230400,159936,235008
node_5,conv3_2_c_part_1_o,2,200704,166208,27136
node_6,conv3_2_c_part_2_o,1,200704,636608,103936
node_6,conv3_3_a,2,802816,200704,131072
node_6,conv3_3_b_part_1_o,3,230400,17248,25344
node_7,conv3_3_b_part_2_o,1,230400,177184,260352
node_8,conv3_3_b_part_3_o,1,230400,6272,9216
node_8,conv3_3_c,2,200704,802816,131072
node_8,conv3_4_a_part_1_i,3,746368,200704,121856
node_9,conv3_4_a_part_2_i,1,56448,200704,9216
node_9,conv3_4_b_part_1_o,2,230400,170912,251136
node_10,conv3_4_b_part_2_o,1,230400,29792,43776
node_10,conv3_4_c,2,200704,802816,131072
node_10,conv4_1_a_part_1_i,3,247860,100352,87040
node_11,conv4_1_a_part_2_i,1,498636,100352,175104
node_11,conv4_1_b_part_1_o,2,131072,7056,82944
node_12,conv4_1_b_part_2_o,1,131072,21952,258048
node_13,conv4_1_b_part_3_o,1,131072,21952,258048
node_14,conv4_1_b_part_4_o,1,131072,21952,258048
node_15,conv4_1_b_part_5_o,1,131072,21952,258048
node_16,conv4_1_b_part_6_o,1,131072,5488,64512
node_16,conv4_1_c_part_1_o,2,100352,151312,197632
node_17,conv4_1_c_part_2_o,1,100352,200704,262144
node_18,conv4_1_c_part_3_o,1,100352,49392,64512
node_18,conv4_2_a_part_1_i,2,151312,100352,197632
node_19,conv4_2_a_part_2_i,1,200704,100352,262144
node_20,conv4_2_a_part_3_i,1,49392,100352,64512
node_20,conv4_2_b_part_1_o,2,131072,16464,193536
node_21,conv4_2_b_part_2_o,1,131072,21952,258048
node_22,conv4_2_b_part_3_o,1,131072,21952,258048
node_23,conv4_2_b_part_4_o,1,131072,21952,258048
node_24,conv4_2_b_part_5_o,1,131072,18032,211968
node_24,conv4_2_c_part_1_o,2,100352,38416,50176
node_25,conv4_2_c_part_2_o,1,100352,200704,262144
node_26,conv4_2_c_part_3_o,1,100352,162288,211968
node_26,conv4_3_a_part_1_i,2,38416,100352,50176
node_27,conv4_3_a_part_2_i,1,200704,100352,262144
node_28,conv4_3_a_part_3_i,1,162288,100352,211968
node_28,conv4_3_b_part_1_o,2,131072,3920,46080
node_29,conv4_3_b_part_2_o,1,131072,21952,258048
node_30,conv4_3_b_part_3_o,1,131072,21952,258048
node_31,conv4_3_b_part_4_o,1,131072,21952,258048
node_32,conv4_3_b_part_5_o,1,131072,21952,258048
node_33,conv4_3_b_part_6_o,1,131072,8624,101376
node_33,conv4_3_c_part_1_o,2,100352,123088,160768
node_34,conv4_3_c_part_2_o,1,100352,200704,262144
node_35,conv4_3_c_part_3_o,1,100352,77616,101376
node_35,conv4_4_a_part_1_i,2,123088,100352,160768
node_36,conv4_4_a_part_2_i,1,200704,100352,262144
node_37,conv4_4_a_part_3_i,1,77616,100352,101376
node_37,conv4_4_b_part_1_o,2,131072,13328,156672
node_38,conv4_4_b_part_2_o,1,131072,21952,258048
node_39,conv4_4_b_part_3_o,1,131072,21952,258048
node_40,conv4_4_b_part_4_o,1,131072,21952,258048
node_41,conv4_4_b_part_5_o,1,131072,21168,248832
node_41,conv4_4_c_part_1_o,2,100352,10192,13312
node_42,conv4_4_c_part_2_o,1,100352,200704,262144
node_43,conv4_4_c_part_3_o,1,100352,190512,248832
node_43,conv4_5_a_part_1_i,2,10192,100352,13312
node_44,conv4_5_a_part_2_i,1,200704,100352,262144
node_45,conv4_5_a_part_3_i,1,190512,100352,248832
node_45,conv4_5_b_part_1_o,2,131072,784,9216
node_46,conv4_5_b_part_2_o,1,131072,21952,258048
node_47,conv4_5_b_part_3_o,1,131072,21952,258048
node_48,conv4_5_b_part_4_o,1,131072,21952,258048
node_49,conv4_5_b_part_5_o,1,131072,21952,258048
node_50,conv4_5_b_part_6_o,1,131072,11760,138240
node_50,conv4_5_c_part_1_o,2,100352,94864,123904
node_51,conv4_5_c_part_2_o,1,100352,200704,262144
node_52,conv4_5_c_part_3_o,1,100352,105840,138240
node_52,conv4_6_a_part_1_i,2,94864,100352,123904
node_53,conv4_6_a_part_2_i,1,200704,100352,262144
node_54,conv4_6_a_part_3_i,1,105840,100352,138240
node_54,conv4_6_b_part_1_o,2,131072,10192,119808
node_55,conv4_6_b_part_2_o,1,131072,21952,258048
node_56,conv4_6_b_part_3_o,1,131072,21952,258048
node_57,conv4_6_b_part_4_o,1,131072,21952,258048
node_58,conv4_6_b_part_5_o,1,131072,21952,258048
node_59,conv4_6_b_part_6_o,1,131072,2352,27648
node_59,conv4_6_c_part_1_o,2,100352,179536,234496
node_60,conv4_6_c_part_2_o,1,100352,200704,262144
node_61,conv4_6_c_part_3_o,1,100352,21168,27648
node_61,conv5_1_a_part_1_i,2,77402,50176,234496
node_62,conv5_1_a_part_2_i,1,86528,50176,262144
node_63,conv5_1_a_part_3_i,1,86528,50176,262144
node_64,conv5_1_a_part_4_i,1,86528,50176,262144
node_65,conv5_1_a_part_5_i,1,9126,50176,27648
node_65,conv5_1_b_part_1_o,2,82944,2450,230400
node_66,conv5_1_b_part_2_o,1,82944,2744,258048
node_67,conv5_1_b_part_3_o,1,82944,2744,258048
node_68,conv5_1_b_part_4_o,1,82944,2744,258048
node_69,conv5_1_b_part_5_o,1,82944,2744,258048
node_70,conv5_1_b_part_6_o,1,82944,2744,258048
node_71,conv5_1_b_part_7_o,1,82944,2744,258048
node_72,conv5_1_b_part_8_o,1,82944,2744,258048
node_73,conv5_1_b_part_9_o,1,82944,2744,258048
node_74,conv5_1_b_part_10_o,1,82944,2744,258048
node_75,conv5_1_b_part_11_o,1,82944,2744,258048
node_76,conv5_1_b_part_12_o,1,82944,2744,258048
node_77,conv5_1_b_part_13_o,1,82944,2744,258048
node_78,conv5_1_b_part_14_o,1,82944,2744,258048
node_79,conv5_1_b_part_15_o,1,82944,2744,258048
node_80,conv5_1_b_part_16_o,1,82944,2744,258048
node_81,conv5_1_b_part_17_o,1,82944,2744,258048
node_82,conv5_1_b_part_18_o,1,82944,2744,258048
node_83,conv5_1_b_part_19_o,1,82944,1078,101376
node_83,conv5_1_c_part_1_o,2,50176,15386,160768
